corpus,drama,figure_surface,figure_id,Gender,Age
gdc,x8cf.0,ZWEITER BRUDER,zweiter_bruder,,
gdc,x8cf.0,DRITTER BRUDER,dritter_bruder,,
gdc,x8cf.0,DUMMERCHEN,dummerchen,,
gdc,x8cf.0,DRITTER BRÜDER,dritter_brüder,,
gdc,x8cf.0,ERSTER BÜRGER,erster_bürger,,
gdc,x8cf.0,ZWEITER BÜRGER,zweiter_bürger,,
gdc,x8cf.0,BAUER HINTERSTOISSER,bauer_hinterstoisser,,
gdc,x8cf.0,REPS,reps,,
gdc,x8cf.0,KLEPS,kleps,,
gdc,x8cf.0,EIN HEROLD,ein_herold,,
gdc,x8cf.0,VOLK,volk,,
gdc,x8cf.0,KÖNIG,könig,,
gdc,x8cf.0,HOFPREDIGER,hofprediger,,
gdc,x8cf.0,HOFSTAAT,hofstaat,,
gdc,x8cf.0,PLÖTZLICHE STIMME AUS DEM HINTERGRUND,plötzliche_stimme_aus_dem_hintergrund,,
gdc,x8cf.0,DER ROTE SEPP,der_rote_sepp,,
gdc,x8cf.0,HANS VON MAIKERF,hans_von_maikerf,,
gdc,x8cf.0,VON DER KRON,von_der_kron,,
gdc,x8cf.0,HUBELAND,hubeland,,
gdc,x8cf.0,OFFIZIER,offizier,,
gdc,x8cf.0,VIELE STIMMEN,viele_stimmen,,
gdc,x8cf.0,DICHTER SYLVAN,dichter_sylvan,,
gdc,x8cf.0,KANZLER,kanzler,,
gdc,x8cf.0,KULTUSMINISTER,kultusminister,,
gdc,x8cf.0,DIE BRÜDER DES HANS VON MAIKERF,die_brüder_des_hans_von_maikerf,,
gdc,x8cf.0,VON ZANGEN,von_zangen,,
gdc,x8cf.0,MAIKÄFERFÜRSTIN ARTEMISIA,maikäferfürstin_artemisia,,
gdc,x8cf.0,ANDRAKIA,andrakia,,
gdc,x8cf.0,MYRRHA,myrrha,,
gdc,x8cf.0,PHYLLIS,phyllis,,
gdc,x8cf.0,ANTHUSA,anthusa,,
gdc,x8cf.0,BRUMMORCHESTER,brummorchester,,
gdc,x8cf.0,DER LYRISCHE DICHTER SYLVAN,der_lyrische_dichter_sylvan,,
gdc,x8cf.0,LAINILLA,lainilla,,
gdc,x8cf.0,DORIS,doris,,
gdc,x8cf.0,STIMME AUS DEM HAUFEN,stimme_aus_dem_haufen,,
gdc,x8cf.0,ANDRE STIMME,andre_stimme,,
gdc,x8cf.0,DRITTE STIMME,dritte_stimme,,
gdc,x8cf.0,VIELE STIMMEN IM HINTERGRUND,viele_stimmen_im_hintergrund,,
gdc,x8cf.0,ANDRE STIMMEN,andre_stimmen,,
gdc,x8cf.0,STIMME IM HINTERGRUND,stimme_im_hintergrund,,
gdc,x8cf.0,PHRIXA,phrixa,,
gdc,x8cf.0,TATTABAUCIS,tattabaucis,,
gdc,x8cf.0,KAKODROMIDA,kakodromida,,
gdc,x8cf.0,ANDRE WEIBER,andre_weiber,,
gdc,x8cf.0,Maikäfer-Komödie,de,"Widmann, Joseph Viktor",118632302,,,1896,1897,1942,0
