corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
gdc,wp6p.0,Ludwig der Bayer,de,Ludwig Uhland,118625063,,,1817,0,0,0
