corpus,drama,figure_surface,figure_id,Gender,Age
gdc,nmg5.0,BIÖRN,biörn,,
gdc,nmg5.0,SOLDAT,soldat,,
gdc,nmg5.0,BERDOA,berdoa,,
gdc,nmg5.0,VIELE STIMMEN,viele_stimmen,,
gdc,nmg5.0,USBEK,usbek,,
gdc,nmg5.0,EIN FINNE,ein_finne,,
gdc,nmg5.0,IRNAK,irnak,,
gdc,nmg5.0,DIE FINNEN,die_finnen,,
gdc,nmg5.0,ROSSAN,rossan,,
gdc,nmg5.0,HOLM,holm,,
gdc,nmg5.0,ERIK,erik,,
gdc,nmg5.0,GOTHLAND,gothland,,
gdc,nmg5.0,ROLF,rolf,,
gdc,nmg5.0,CÄCILIA,cäcilia,,
gdc,nmg5.0,ARBOGA,arboga,,
gdc,nmg5.0,KANZLER,kanzler,,
gdc,nmg5.0,KÖNIG,könig,,
gdc,nmg5.0,SKIOLD,skiold,,
gdc,nmg5.0,DIE ÜBRIGEN SCHWEDISCHEN GROßEN,die_übrigen_schwedischen_großen,,
gdc,nmg5.0,DER HAUPTMANN,der_hauptmann,,
gdc,nmg5.0,GUSTAV,gustav,,
gdc,nmg5.0,VOLK AUF DER STRASSE,volk_auf_der_strasse,,
gdc,nmg5.0,DER ALTE HERZOG VON GOTHLAND,der_alte_herzog_von_gothland,,
gdc,nmg5.0,DAS JAMMERGESCHREI VERWUNDETER FINNEN,das_jammergeschrei_verwundeter_finnen,,
gdc,nmg5.0,FLÜCHTIGE,flüchtige,,
gdc,nmg5.0,EIN FINNISCHER HAUPTMANN,ein_finnischer_hauptmann,,
gdc,nmg5.0,EINZELNE STIMMEN,einzelne_stimmen,,
gdc,nmg5.0,STIMMEN VON DEM MEERE HER,stimmen_von_dem_meere_her,,
gdc,nmg5.0,EINER DER SCHIFFBRÜCHIGEN,einer_der_schiffbrüchigen,,
gdc,nmg5.0,HEROLD,herold,,
gdc,nmg5.0,DIE ANWESENDEN KRIEGER,die_anwesenden_krieger,,
gdc,nmg5.0,CHOR,chor,,
gdc,nmg5.0,EINE DIRNE,eine_dirne,,
gdc,nmg5.0,ANDRE,andre,,
gdc,nmg5.0,MEHRERE STIMMEN,mehrere_stimmen,,
gdc,nmg5.0,EINE STIMME,eine_stimme,,
gdc,nmg5.0,EINE ANDRE STIMME,eine_andre_stimme,,
gdc,nmg5.0,DIE FINNISCHEN HAUPTLEUTE,die_finnischen_hauptleute,,
gdc,nmg5.0,UNTEROFFIZIER,unteroffizier,,
gdc,nmg5.0,TOCKE,tocke,,
gdc,nmg5.0,EIN SCHWEDISCHER HAUPTMANN,ein_schwedischer_hauptmann,,
gdc,nmg5.0,EIN SCHWEDISCHER SOLDAT,ein_schwedischer_soldat,,
gdc,nmg5.0,EINER DER FINNISCHEN HAUPTLEUTE,einer_der_finnischen_hauptleute,,
gdc,nmg5.0,ERSTER HAUPTMANN,erster_hauptmann,,
gdc,nmg5.0,ZWEITER HAUPTMANN,zweiter_hauptmann,,
gdc,nmg5.0,DIE FLÜCHTIGEN,die_flüchtigen,,
gdc,nmg5.0,Herzog Theodor von Gothland,de,"Grabbe, Christian Dietrich",118541102,,,1822,1827,1892,0
