corpus,drama,figure_surface,figure_id,Gender,Age
gdc,s6m2.0,Amri,amri,MALE,
gdc,s6m2.0,Die Hauptleute,die_hauptleute,MALE,
gdc,s6m2.0,Naemi,naemi,FEMALE,
gdc,s6m2.0,Zweiter Volkshaufe,zweiter_volkshaufe,UNKNOWN,
gdc,s6m2.0,Volk/Die Meisten aus dem Volke (III. Akt),volk_die_meisten_aus_dem_volke_3,UNKNOWN,
gdc,s6m2.0,Simei,simei,MALE,
gdc,s6m2.0,Volk/Die Bewaffneten (II. Akt),volk_die_bewaffneten_2,UNKNOWN,
gdc,s6m2.0,Das Weib,das_weib,FEMALE,
gdc,s6m2.0,Die Jungfrauen,die_jungfrauen,FEMALE,
gdc,s6m2.0,Usiel,usiel,MALE,
gdc,s6m2.0,Erster Volkshaufe,erster_volkshaufe,UNKNOWN,
gdc,s6m2.0,Josua,josua,MALE,
gdc,s6m2.0,Gorgias,gorgias,MALE,
gdc,s6m2.0,Ruben,ruben,MALE,
gdc,s6m2.0,Lea,lea,FEMALE,
gdc,s6m2.0,Joarim,joarim,MALE,
gdc,s6m2.0,Simon,simon,MALE,
gdc,s6m2.0,Mattathias,mattathias,MALE,
gdc,s6m2.0,Boas,boas,MALE,
gdc,s6m2.0,Nikanor,nikanor,MALE,
gdc,s6m2.0,Aaron,aaron,MALE,
gdc,s6m2.0,Antiochus,antiochus,MALE,
gdc,s6m2.0,Misael,misael,MALE,
gdc,s6m2.0,"Krieger, Priester, Volk",judas_gefolge,UNKNOWN,
gdc,s6m2.0,Juda,juda,MALE,
gdc,s6m2.0,Jojakim,jojakim,MALE,
gdc,s6m2.0,Issaschar,issaschar,MALE,
gdc,s6m2.0,Eleazar,eleazar,MALE,
gdc,s6m2.0,Geschrei im Lager,geschrei_im_lager,UNKNOWN,
gdc,s6m2.0,Volk/Die Herumliegenden/Die Übrigen (IV. Akt),volk_die_herumliegenden_die_uebrigen_4,UNKNOWN,
gdc,s6m2.0,Greis,greis,MALE,
gdc,s6m2.0,Benjamin,benjamin,MALE,
gdc,s6m2.0,Johannes,johannes,MALE,
gdc,s6m2.0,Elia,elia,MALE,
gdc,s6m2.0,Der übrige dritte Volkshaufe,dritter_volkshaufe,UNKNOWN,
gdc,s6m2.0,Jonathan,jonathan,MALE,
gdc,s6m2.0,Ämilius,aemilius,MALE,
gdc,s6m2.0,Nathan,nathan,MALE,
