corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,ndmr.0,hiram,0,
gdc,ndmr.0,ein_krieger,7,
gdc,ndmr.0,maenner,10,
gdc,ndmr.0,alle_1-4,15,
gdc,ndmr.0,ein_junger_krieger,6,
gdc,ndmr.0,theoda,3,
gdc,ndmr.0,frauen,11,
gdc,ndmr.0,eine_stimme,9,
gdc,ndmr.0,alles_2-3,18,
gdc,ndmr.0,einzelne_maenner,16,
gdc,ndmr.0,einzelne,12,
gdc,ndmr.0,alle_3-1,19,
gdc,ndmr.0,andere,13,
gdc,ndmr.0,krieger,17,
gdc,ndmr.0,velleda,4,
gdc,ndmr.0,teut,2,
gdc,ndmr.0,wolf,1,
gdc,ndmr.0,koenig,5,
gdc,ndmr.0,alle_3-7,21,
gdc,ndmr.0,ein_anderer,8,
gdc,ndmr.0,molochpriester,20,
gdc,ndmr.0,volk,14,
