corpus,drama,figure_surface,figure_id,Gender,Age
corpus,drama,begin,end,Speaker.figure_surface,Speaker.figure_id,Token.surface,Token.pos,Token.lemma,length,Mentioned.figure_surface,Mentioned.figure_id
gdc,v3mw.0,JACOB,jacob,,
gdc,v3mw.0,CATHRINE,cathrine,,
gdc,v3mw.0,RICHARD,richard,,
gdc,v3mw.0,JUNGWITZ,jungwitz,,
gdc,v3mw.0,CHARLOTTE,charlotte,,
gdc,v3mw.0,PRAATGERN,praatgern,,
gdc,v3mw.0,LEONORE,leonore,,
gdc,v3mw.0,LACONIUS,laconius,,
gdc,v3mw.0,Die stumme Schönheit,de,"Schlegel, Johann Elias",118608002,,,1747,1747,0,0
