corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,v3tw.0,tugendvetter,6,
gdc,v3tw.0,pfarrer,9,
gdc,v3tw.0,kurt,4,
gdc,v3tw.0,feuermann,11,
gdc,v3tw.0,flint,14,
gdc,v3tw.0,bernhardi,3,
gdc,v3tw.0,cyprian,8,
gdc,v3tw.0,goldenthal,18,
gdc,v3tw.0,amtsdiener,22,
gdc,v3tw.0,wenger,17,
gdc,v3tw.0,adler,7,
gdc,v3tw.0,diener_elisabethinum,10,
gdc,v3tw.0,pflugfelder,16,
gdc,v3tw.0,schreimann,15,
gdc,v3tw.0,filitz,12,
gdc,v3tw.0,kulka,20,
gdc,v3tw.0,ebenwald,5,
gdc,v3tw.0,hofrat,21,
gdc,v3tw.0,diener_bernhardi,19,
gdc,v3tw.0,schwester,1,
gdc,v3tw.0,oskar,2,
gdc,v3tw.0,loewenstein,13,
gdc,v3tw.0,hochroitzpointner,0,
