corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,r0px.0,kirchenvogt,4,
gdc,r0px.0,eustache,2,
gdc,r0px.0,barnabe,22,
gdc,r0px.0,ein_diener_4-1,21,
gdc,r0px.0,johann,6,
gdc,r0px.0,alle_5-1,28,
gdc,r0px.0,chor_der_maedchen,26,
gdc,r0px.0,rupert,0,
gdc,r0px.0,sylvius,7,
gdc,r0px.0,ein_diener_2-3,15,
gdc,r0px.0,ein_knappe,12,
gdc,r0px.0,ein_diener_1-1,5,
gdc,r0px.0,gertrude,9,
gdc,r0px.0,theistiner,14,
gdc,r0px.0,agnes,8,
gdc,r0px.0,zweiter_wanderer,19,
gdc,r0px.0,jeronimus,3,
gdc,r0px.0,ein_diener_3-2,17,
gdc,r0px.0,gaertner,11,
gdc,r0px.0,aldoebern,13,
gdc,r0px.0,santing,16,
gdc,r0px.0,ursula,23,
gdc,r0px.0,sylvester,10,
gdc,r0px.0,ottokar,1,
gdc,r0px.0,die_kammerzofe,20,
gdc,r0px.0,fintenring,24,
gdc,r0px.0,der_wanderer,18,
gdc,r0px.0,chor_der_juenglinge,27,
gdc,r0px.0,ein_ritter,25,
