corpus,drama,figure_surface,figure_id,Gender,Age
corpus,drama,begin,end,Speaker.figure_surface,Speaker.figure_id,Token.surface,Token.pos,Token.lemma,length,Mentioned.figure_surface,Mentioned.figure_id
gdc,qfxj.0,FRANZ,franz,,
gdc,qfxj.0,KOTZELUCH,kotzeluch,,
gdc,qfxj.0,LOUISE,louise,,
gdc,qfxj.0,BRIEFTRÄGER,briefträger,,
gdc,qfxj.0,LORENZ,lorenz,,
gdc,qfxj.0,FRITZ,fritz,,
gdc,qfxj.0,DIE TRÄGER,die_träger,,
gdc,qfxj.0,DIE MAGD,die_magd,,
gdc,qfxj.0,Die Kalkbrenner,de,"Holtei, Karl von",118706640,,,0,1828,1825,0
