corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,11g5q.0,die_unbehuelflichen,110,
gdc,11g5q.0,stimme_9,66,
gdc,11g5q.0,andres_dienstmaedchen,22,
gdc,11g5q.0,wagner,10,
gdc,11g5q.0,ci-devant_genius_der_zeit,98,
gdc,11g5q.0,vierter_handwerksbursch,19,
gdc,11g5q.0,weltkind,100,
gdc,11g5q.0,die_massiven,113,
gdc,11g5q.0,ein_dritter_handwerksbursch,18,
gdc,11g5q.0,einige_handwerksburschen,14,
gdc,11g5q.0,chor_der_juenger,13,
gdc,11g5q.0,ein_paerchen,86,
gdc,11g5q.0,taenzer,101,
gdc,11g5q.0,musaget,97,
gdc,11g5q.0,alter_bauer,34,
gdc,11g5q.0,zweiter_handwerksbursch,17,
gdc,11g5q.0,bettler,27,
gdc,11g5q.0,irrlichter,111,
gdc,11g5q.0,troedelhexe,72,
gdc,11g5q.0,alte,30,
gdc,11g5q.0,andrer_buerger,28,
gdc,11g5q.0,die_alte,74,
gdc,11g5q.0,direktor,0,
gdc,11g5q.0,geister,36,
gdc,11g5q.0,orthodox,88,
gdc,11g5q.0,fideler,103,
gdc,11g5q.0,ein_handwerksbursch,16,
gdc,11g5q.0,purist,90,
gdc,11g5q.0,herold,78,
gdc,11g5q.0,hexen,55,
gdc,11g5q.0,windfahne,94,
gdc,11g5q.0,autor,71,
gdc,11g5q.0,soldaten,32,
gdc,11g5q.0,ariel,81,
gdc,11g5q.0,dritter_buerger,29,
gdc,11g5q.0,minister,69,
gdc,11g5q.0,volk,51,
gdc,11g5q.0,hexenmeister,61,
gdc,11g5q.0,schueler,38,
gdc,11g5q.0,solo,84,
gdc,11g5q.0,junge_hexe,91,
gdc,11g5q.0,kranich,99,
gdc,11g5q.0,der_kater,44,
gdc,11g5q.0,gabriel,4,
gdc,11g5q.0,skeptiker,108,
gdc,11g5q.0,fuenfter_handwerksbursch,20,
gdc,11g5q.0,hennings,96,
gdc,11g5q.0,buergermaedchen,24,
gdc,11g5q.0,stimme_7,64,
gdc,11g5q.0,die_gewandten,109,
gdc,11g5q.0,halbhexe,67,
gdc,11g5q.0,titania,82,
gdc,11g5q.0,stimme_6,62,
gdc,11g5q.0,puck,80,
gdc,11g5q.0,stimme_4,59,
gdc,11g5q.0,sternschnuppe,112,
gdc,11g5q.0,erster_schueler,23,
gdc,11g5q.0,altmayer,42,
gdc,11g5q.0,kaetzin,45,
gdc,11g5q.0,gretchen,47,
gdc,11g5q.0,chor_der_engel,11,
gdc,11g5q.0,chor_der_weiber,12,
gdc,11g5q.0,kapellmeister,93,
gdc,11g5q.0,idealist,105,
gdc,11g5q.0,realist,106,
gdc,11g5q.0,chor_im_dom,53,
gdc,11g5q.0,stimme_2,57,
gdc,11g5q.0,der_herr,7,
gdc,11g5q.0,stimmen,63,
gdc,11g5q.0,mephistopheles,6,
gdc,11g5q.0,alle_vor_dem_tor,35,
gdc,11g5q.0,erstes_dienstmaedchen,21,
gdc,11g5q.0,orchester,83,
gdc,11g5q.0,stimme_von_oben,114,
gdc,11g5q.0,parvenu,70,
gdc,11g5q.0,frosch,39,
gdc,11g5q.0,dichter,1,
gdc,11g5q.0,geist,9,
gdc,11g5q.0,valentin,50,
gdc,11g5q.0,geisterchor,37,
gdc,11g5q.0,lustige_person,2,
gdc,11g5q.0,michael,5,
gdc,11g5q.0,stimme_3,58,
gdc,11g5q.0,raphael,3,
gdc,11g5q.0,boeser_geist,52,
gdc,11g5q.0,geist_der_sich_erst_bildet,85,
gdc,11g5q.0,proktophantasmist,75,
gdc,11g5q.0,xenien,95,
gdc,11g5q.0,siebel,41,
gdc,11g5q.0,zweiter_schueler,25,
gdc,11g5q.0,andre_handwerksburschen,15,
gdc,11g5q.0,die_andre,31,
gdc,11g5q.0,dogmatiker,104,
gdc,11g5q.0,nordischer_kuenstler,89,
gdc,11g5q.0,die_tiere,43,
gdc,11g5q.0,faust,8,
gdc,11g5q.0,marthe,48,
gdc,11g5q.0,die_hexe,46,
gdc,11g5q.0,theatermeister,77,
gdc,11g5q.0,stimme_1,56,
gdc,11g5q.0,brander,40,
gdc,11g5q.0,stimme_8,65,
gdc,11g5q.0,supernaturalist,107,
gdc,11g5q.0,neugieriger_reisender,87,
gdc,11g5q.0,servibilis,76,
gdc,11g5q.0,irrlicht,54,
gdc,11g5q.0,lieschen,49,
gdc,11g5q.0,stimme_5,60,
gdc,11g5q.0,die_schoene,73,
gdc,11g5q.0,matrone,92,
gdc,11g5q.0,tanzmeister,102,
gdc,11g5q.0,bauern_unter_der_linde,33,
gdc,11g5q.0,general,68,
gdc,11g5q.0,oberon,79,
gdc,11g5q.0,buerger,26,
