corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
gdc,stst.0,10139,41386,0,10139,11932,0
gdc,stst.0,10139,41386,0,11939,16409,0
gdc,stst.0,10139,41386,0,16417,18655,0
gdc,stst.0,10139,41386,0,18663,18989,0
gdc,stst.0,10139,41386,0,18998,21436,0
gdc,stst.0,10139,41386,0,21443,22424,0
gdc,stst.0,10139,41386,0,22432,23984,0
gdc,stst.0,10139,41386,0,23992,30825,0
gdc,stst.0,10139,41386,0,30832,31278,0
gdc,stst.0,10139,41386,0,31286,35626,0
gdc,stst.0,10139,41386,0,35635,37332,0
gdc,stst.0,10139,41386,0,37339,38640,0
gdc,stst.0,10139,41386,0,38648,41386,0
