corpus,drama,figure_surface,figure_id,Gender,Age
corpus,drama,begin,end,Speaker.figure_surface,Speaker.figure_id,Token.surface,Token.pos,Token.lemma,length,Mentioned.figure_surface,Mentioned.figure_id
gdc,qggj.0,FRAU SELICKE,frau_selicke,,
gdc,qggj.0,WALTER,walter,,
gdc,qggj.0,ALBERT,albert,,
gdc,qggj.0,KOPELKE,kopelke,,
gdc,qggj.0,LINCHEN,linchen,,
gdc,qggj.0,WENDT,wendt,,
gdc,qggj.0,TONI,toni,,
gdc,qggj.0,SELICKE,selicke,,
gdc,qggj.0,Die Familie Selicke,de,"Holz, Arno",118553216,,,0,1890,1890,0
