corpus,drama,figure_surface,figure_id,Gender,Age
corpus,drama,begin,end,Speaker.figure_surface,Speaker.figure_id,Token.surface,Token.pos,Token.lemma,length,Mentioned.figure_surface,Mentioned.figure_id
gdc,x39r.0,EIN LIFTJUNGE,ein_liftjunge,,
gdc,x39r.0,GERARDO,gerardo,,
gdc,x39r.0,MISS CŒURNE,miss_cœurne,,
gdc,x39r.0,DER HOTELDIENER,der_hoteldiener,,
gdc,x39r.0,DÜHRING,dühring,,
gdc,x39r.0,HELENE,helene,,
gdc,x39r.0,MÜLLER,müller,,
gdc,x39r.0,Der Kammersänger,de,"Wedekind, Frank",118629867,,,1897,1899,1899,0
