corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
gdc,wzpz.0,425,23114,0,659,5734,0
gdc,wzpz.0,425,23114,0,5743,13639,0
gdc,wzpz.0,425,23114,0,13645,23114,0
gdc,wzpz.0,23122,51623,0,23136,29451,0
gdc,wzpz.0,23122,51623,0,29457,35260,0
gdc,wzpz.0,23122,51623,0,35268,39664,0
gdc,wzpz.0,23122,51623,0,39670,43820,0
gdc,wzpz.0,23122,51623,0,43827,51623,0
gdc,wzpz.0,51632,75369,0,51723,54192,0
gdc,wzpz.0,51632,75369,0,54199,62376,0
gdc,wzpz.0,51632,75369,0,62382,75369,0
