corpus,drama,figure_surface,figure_id,Gender,Age
gdc,ssrf.0,ELVIRE,elvire,,
gdc,ssrf.0,DER DIENER,der_diener,,
gdc,ssrf.0,JERTA,jerta,,
gdc,ssrf.0,OTTO,otto,,
gdc,ssrf.0,KOLBERT,kolbert,,
gdc,ssrf.0,HOLM,holm,,
gdc,ssrf.0,HUGO,hugo,,
gdc,ssrf.0,VALEROS,valeros,,
