corpus,drama,figure_surface,figure_id,Gender,Age
gdc,kd4g.0,HALLER,haller,,
gdc,kd4g.0,WINTER,winter,,
gdc,kd4g.0,EMILIE,emilie,,
gdc,kd4g.0,FLEDERMAUS,fledermaus,,
gdc,kd4g.0,STADTDIRECTOR,stadtdirector,,
gdc,kd4g.0,JOSEPH,joseph,,
gdc,kd4g.0,ROSEL,rosel,,
gdc,kd4g.0,VIKTORL,viktorl,,
gdc,kd4g.0,WIRTH,wirth,,
gdc,kd4g.0,ZACHARIAS,zacharias,,
gdc,kd4g.0,HAUSHERR,hausherr,,
gdc,kd4g.0,ERSTER GERICHTSDIENER,erster_gerichtsdiener,,
gdc,kd4g.0,ZWEYTER GERICHTSDIENER,zweyter_gerichtsdiener,,
gdc,kd4g.0,DIE GERICHTSDIENER,die_gerichtsdiener,,
gdc,kd4g.0,DIENSTLEUTE,dienstleute,,
gdc,kd4g.0,JÄGER,jäger,,
gdc,kd4g.0,SOPHIE,sophie,,
gdc,kd4g.0,ALLGEMEINER CHOR,allgemeiner_chor,,
gdc,kd4g.0,CHOR 2.28,chor_2.28,,
gdc,kd4g.0,ERSTER SPIELER,erster_spieler,,
gdc,kd4g.0,TREUHOLD,treuhold,,
gdc,kd4g.0,DIE MÄDCHEN,die_mädchen,,
gdc,kd4g.0,ZWEYTER SPIELER,zweyter_spieler,,
gdc,kd4g.0,ALLE SPIELER,alle_spieler,,
