corpus,drama,figure_surface,figure_id,Gender,Age
gdc,nmfg.0,Einer von ihnen (den Naturhistorikern),einer_von_ihnen,MALE,
gdc,nmfg.0,Der Schmied,schmied,MALE,
gdc,nmfg.0,Der Teufel,teufel,MALE,
gdc,nmfg.0,Ein Bedienter (I/4),der_bediente_1-4,MALE,
gdc,nmfg.0,Liddy,liddy,FEMALE,
gdc,nmfg.0,Der Schulmeister,schulmeister,MALE,
gdc,nmfg.0,Dritter Naturhistoriker,dritter_naturhistoriker,MALE,
gdc,nmfg.0,Zweiter Naturhistoriker,zweiter_naturhistoriker,MALE,
gdc,nmfg.0,Ein Diener (III/6),ein_diener_3-6a,MALE,
gdc,nmfg.0,Kaiser Nero,nero,MALE,
gdc,nmfg.0,Die Spießgesellen,die_spiessgesellen,MALE,
gdc,nmfg.0,Gottliebchen,gottliebchen,MALE,
gdc,nmfg.0,Baron von Haldungen,baron,MALE,
gdc,nmfg.0,Mollfels,mollfels,MALE,
gdc,nmfg.0,Ein Bedienter (II/4),der_bediente_2-4,MALE,
gdc,nmfg.0,Grabbe,grabbe,MALE,
gdc,nmfg.0,Gretchen,gretchen,FEMALE,
gdc,nmfg.0,Herr von Wernthal,wernthal,MALE,
gdc,nmfg.0,Der Hauswirt,der_hauswirt,MALE,
gdc,nmfg.0,Erster Naturhistoriker,erster_naturhistoriker,MALE,
gdc,nmfg.0,Rattengift,rattengift,MALE,
gdc,nmfg.0,Vierter Naturhistoriker,vierter_naturhistoriker,MALE,
gdc,nmfg.0,Ein Bedienter (III/6),der_bediente_3-6b,MALE,
gdc,nmfg.0,Des Teufels Großmutter,des_teufels_grossmutter,FEMALE,
gdc,nmfg.0,Ein Diener (I/3),ein_diener_1-3,MALE,
gdc,nmfg.0,Tobies,tobies,MALE,
gdc,nmfg.0,Freiherr von Mordax,freiherr,MALE,
