corpus,drama,figure_surface,figure_id,Gender,Age
gdc,v3t6.0,Tod,tod,UNKNOWN,
gdc,v3t6.0,Der Wohlwollende,der_wohlwollende,MALE,
gdc,v3t6.0,Erster Skandalmacher,erster_skandalmacher,MALE,
gdc,v3t6.0,Direktor,direktor,MALE,
gdc,v3t6.0,Der Unbekannte,der_unbekannte,MALE,
gdc,v3t6.0,Die anderen Figuren/Marionetten,die_anderen_figuren_marionetten,UNKNOWN,
gdc,v3t6.0,Der Diener,der_diener,MALE,
gdc,v3t6.0,Der Räsoneur,raesoneur,MALE,
gdc,v3t6.0,Herzog,herzog,MALE,
gdc,v3t6.0,Held,held,MALE,
gdc,v3t6.0,Der Graf,graf,MALE,
gdc,v3t6.0,Der Herr im Parkett,der_herr,MALE,
gdc,v3t6.0,Meister,meister,MALE,
gdc,v3t6.0,Der Dichter,der_dichter,MALE,
gdc,v3t6.0,Die Herzogin von Lawin,herzogin,FEMALE,
gdc,v3t6.0,Kellner,kellner,MALE,
gdc,v3t6.0,Ernster,ernster,MALE,
gdc,v3t6.0,Zweiter Bürger,zweiter_buerger,MALE,
gdc,v3t6.0,Heiterer,heiterer,MALE,
gdc,v3t6.0,Der Bissige,der_bissige,MALE,
gdc,v3t6.0,Die Frau,die_frau,FEMALE,
gdc,v3t6.0,Bräutigam,braeutigam,MALE,
gdc,v3t6.0,Kanzelist,kanzelist,MALE,
gdc,v3t6.0,Liesl,liesl,FEMALE,
gdc,v3t6.0,Der Naive,der_naive,MALE,
gdc,v3t6.0,Der Klavierspieler,der_klavierspieler,MALE,
gdc,v3t6.0,Zweiter Skandalmacher,zweiter_skandalmacher,MALE,
gdc,v3t6.0,Erster Bürger,erster_buerger,MALE,
gdc,v3t6.0,Zweites Mädel,zweites_maedel,FEMALE,
gdc,v3t6.0,Erstes Mädel,erstes_maedel,FEMALE,
gdc,v3t6.0,Einige/Andere/Viele,andere_einige_viele,UNKNOWN,
