corpus,drama,figure_surface,figure_id,Gender,Age
gdc,v401.0,Chor,chor_des_gefolges,MALE,
gdc,v401.0,Volk,chor_des_volkes,UNKNOWN,
gdc,v401.0,Chor des Hofstaates,chor_des_hofstaates,UNKNOWN,
gdc,v401.0,Edwiga,edwiga,FEMALE,
gdc,v401.0,Chor der Frauen,chor_der_frauen,FEMALE,
gdc,v401.0,Chor der Landleute,chor_der_landleute,UNKNOWN,
gdc,v401.0,Adolfo,adolfo,MALE,
gdc,v401.0,Troila,troila,MALE,
gdc,v401.0,Chor der Mädchen,chor_der_maedchen,FEMALE,
gdc,v401.0,Chor der Männer,chor_der_maenner,MALE,
gdc,v401.0,Die Begleiter,die_begleiter,MALE,
gdc,v401.0,Guisto,guisto,MALE,
gdc,v401.0,Alfonso,alfonso,MALE,
gdc,v401.0,Chor der Jäger,chor_der_jaeger,MALE,
gdc,v401.0,Beide Chöre,chor_der_krieger,MALE,
gdc,v401.0,Estrella,estrella,FEMALE,
gdc,v401.0,Greis,greis,MALE,
gdc,v401.0,Mauregato,mauregato,MALE,
