corpus,drama,figure_surface,figure_id,Gender,Age
gdc,qdjz.0,Sophie,sophie,FEMALE,
gdc,qdjz.0,Notar,notar,MALE,
gdc,qdjz.0,Marchande de Modes,marchande_de_modes,FEMALE,
gdc,qdjz.0,Dritter Lakai,dritter_lakai,MALE,
gdc,qdjz.0,Kommissarius,kommissarius,MALE,
gdc,qdjz.0,Der Sänger,der_saenger,MALE,
gdc,qdjz.0,Marschallin,marschallin,FEMALE,
gdc,qdjz.0,Wirt,wirt,MALE,
gdc,qdjz.0,Octavian,octavian,MALE,
gdc,qdjz.0,Stimme des Haushofmeisters,haushofmeister_bei_feldmarschallin,MALE,
gdc,qdjz.0,Marianne Leitmetzerin (die Duenna),marianne_die_duenna,FEMALE,
gdc,qdjz.0,Annina,annina,FEMALE,
gdc,qdjz.0,Viele Stimmen,viele_stimmen,UNKNOWN,
gdc,qdjz.0,Valzacchi,valzacchi,MALE,
gdc,qdjz.0,Der Baron,der_baron,MALE,
gdc,qdjz.0,Herr von Faninal,faninal,MALE,
gdc,qdjz.0,Die Faninalsche Dienerschaft,die_faninalsche_dienerschaft,UNKNOWN,
gdc,qdjz.0,Stimmen von außen,stimmen_von_aussen,UNKNOWN,
gdc,qdjz.0,Der Tierhändler,der_tierhaendler,MALE,
gdc,qdjz.0,Die Musikanten,die_musikanten,UNKNOWN,
gdc,qdjz.0,Zweiter Lakai,zweiter_lakai,MALE,
gdc,qdjz.0,Erster Lakai,erster_lakai,MALE,
gdc,qdjz.0,Der Haushofmeister bei Faninal,haushofmeister_bei_faninal,MALE,
gdc,qdjz.0,Die Lakaien,die_lakaien,MALE,
gdc,qdjz.0,Drei adelige Waisen,drei_adelige_waisen,FEMALE,
gdc,qdjz.0,Vierter Lakai,vierter_lakai,MALE,
gdc,qdjz.0,Die Kinder,die_kinder,UNKNOWN,
gdc,qdjz.0,Die Kutscher,die_kutscher,MALE,
gdc,qdjz.0,Die Lerchenauischen,die_lerchenauischen,MALE,
gdc,qdjz.0,Die Köpfe,die_koepfe,UNKNOWN,
gdc,qdjz.0,Die Kellner,die_kellner,MALE,
gdc,qdjz.0,Der Hausknecht,der_hausknecht,MALE,
