corpus,drama,figure_surface,figure_id,Gender,Age
gdc,v3vz.0,FRAU GENIA,frau_genia,,
gdc,v3vz.0,DAS STUBENMÄDCHEN,das_stubenmädchen,,
gdc,v3vz.0,FRAU WAHL,frau_wahl,,
gdc,v3vz.0,ERNA,erna,,
gdc,v3vz.0,OTTO VON AIGNER,otto_von_aigner,,
gdc,v3vz.0,DOKTOR MAUER,doktor_mauer,,
gdc,v3vz.0,FRIEDRICH HOFREITER,friedrich_hofreiter,,
gdc,v3vz.0,PAUL KREINDL,paul_kreindl,,
gdc,v3vz.0,STIMMEN VOM TENNISPLATZ,stimmen_vom_tennisplatz,,
gdc,v3vz.0,ADELE,adele,,
gdc,v3vz.0,STANZIDES,stanzides,,
gdc,v3vz.0,HERR NATTER,herr_natter,,
gdc,v3vz.0,WANZIDES,wanzides,,
gdc,v3vz.0,FRAU MEINHOLD,frau_meinhold,,
gdc,v3vz.0,ROSENSTOCK,rosenstock,,
gdc,v3vz.0,ERSTER TOURIST,erster_tourist,,
gdc,v3vz.0,ZWEITER TOURIST,zweiter_tourist,,
gdc,v3vz.0,EIN EHEPAAR,ein_ehepaar,,
gdc,v3vz.0,HERR,herr,,
gdc,v3vz.0,DOKTOR MEYER,doktor_meyer,,
gdc,v3vz.0,SERKNITZ,serknitz,,
gdc,v3vz.0,DOKTOR VON AIGNER,doktor_von_aigner,,
gdc,v3vz.0,DIE SPANIERIN,die_spanierin,,
gdc,v3vz.0,ALBERT RHON,albert_rhon,,
gdc,v3vz.0,EINE SEHR SCHÖNE ENGLÄNDERIN,eine_sehr_schöne_engländerin,,
gdc,v3vz.0,DER FÜHRER PENN,der_führer_penn,,
gdc,v3vz.0,GUSTL WAHL,gustl_wahl,,
gdc,v3vz.0,FRAU RHON,frau_rhon,,
gdc,v3vz.0,EIN BOY,ein_boy,,
gdc,v3vz.0,KINDER,kinder,,
gdc,v3vz.0,KINDERSTIMME IM GARTEN,kinderstimme_im_garten,,
