corpus,drama,figure_surface,figure_id,Gender,Age
gdc,mvqk.0,Pluto,pluto,MALE,
gdc,mvqk.0,Die Königin,koenigin,FEMALE,
gdc,mvqk.0,Eine mächtige Stimme,eine_stimme,UNKNOWN,
gdc,mvqk.0,Wagner,wagner,MALE,
gdc,mvqk.0,Krustl,krustl,MALE,
gdc,mvqk.0,Der erste Scherge,der_erste_scherge,MALE,
gdc,mvqk.0,Orestes,orestes,MALE,
gdc,mvqk.0,Pfarrer,pfarrer,MALE,
gdc,mvqk.0,Der zweite Scherge,der_zweite_scherge,MALE,
gdc,mvqk.0,Charon,charon,MALE,
gdc,mvqk.0,Krumschal,krumschal,MALE,
gdc,mvqk.0,Mephistopheles,mephistopheles,MALE,
gdc,mvqk.0,Bulla,bulla,FEMALE,
gdc,mvqk.0,Viele Teufel (I/14),viele_teufel_1-14,UNKNOWN,
gdc,mvqk.0,Hanswurst,hanswurst,MALE,
gdc,mvqk.0,Die Studenten,die_studenten,MALE,
gdc,mvqk.0,Ein Teufel,ein_teufel,MALE,
gdc,mvqk.0,Der König,koenig,MALE,
gdc,mvqk.0,Faust,faust,MALE,
gdc,mvqk.0,Faustens Vater,vater,MALE,
gdc,mvqk.0,Viele Stimmen,viele_stimmen,UNKNOWN,
gdc,mvqk.0,Mutter,mutter,FEMALE,
