corpus,drama,figure_surface,figure_id,Gender,Age
gdc,rfm5.0,Braumeister,braumeister,MALE,
gdc,rfm5.0,Die alte Wabn,wabn,FEMALE,
gdc,rfm5.0,1. Bauer,erster_bauer,MALE,
gdc,rfm5.0,Jakobs Stimme,jakob,MALE,
gdc,rfm5.0,2. Bauer,zweiter_bauer,MALE,
gdc,rfm5.0,Apotheker,apotheker,MALE,
gdc,rfm5.0,Heinrich,heinrich,MALE,
gdc,rfm5.0,Lehmanns Stimme,lehmann,MALE,
gdc,rfm5.0,Gendarm,gendarm,MALE,
gdc,rfm5.0,Kommandantin,kommandantin,FEMALE,
gdc,rfm5.0,Zirngibl,zirngibl,MALE,
gdc,rfm5.0,Stimmen,stimmen,UNKNOWN,
gdc,rfm5.0,Innocentia,innocentia,FEMALE,
gdc,rfm5.0,Kommandant,kommandant,MALE,
gdc,rfm5.0,Annas Stimme,anna,FEMALE,
gdc,rfm5.0,Agnes,agnes,FEMALE,
gdc,rfm5.0,Wirt,wirt,MALE,
