corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,stqr.0,die_kraehwinkler_2-10,27,
gdc,stqr.0,kathi,22,
gdc,stqr.0,reakzerl,10,
gdc,stqr.0,walpurga,5,
gdc,stqr.0,pfiffspitz,8,
gdc,stqr.0,chor_alle_2-13_bis_2-16,30,
gdc,stqr.0,klaus,3,
gdc,stqr.0,chor_3-12,32,
gdc,stqr.0,frau_von_schnabelbeiss,21,
gdc,stqr.0,pemperl,1,
gdc,stqr.0,die_kraehwinkler_1-10,26,
gdc,stqr.0,frau_schabenfellner,17,
gdc,stqr.0,die_maenner,29,
gdc,stqr.0,adele,20,
gdc,stqr.0,schabenfellner,2,
gdc,stqr.0,kellner,24,
gdc,stqr.0,die_frauen,28,
gdc,stqr.0,ein_bedienter,23,
gdc,stqr.0,frau_pemperl,16,
gdc,stqr.0,die_buerger,25,
gdc,stqr.0,alle_3-24,33,
gdc,stqr.0,sperling,14,
gdc,stqr.0,die_kraehwinkler_3-11,31,
gdc,stqr.0,babette,19,
gdc,stqr.0,frau_kloeppl,18,
gdc,stqr.0,willibald,7,
gdc,stqr.0,emerenzia,13,
gdc,stqr.0,buergermeister,12,
gdc,stqr.0,frau_von_frankenfrei,11,
gdc,stqr.0,ultra,9,
gdc,stqr.0,sigmund,6,
gdc,stqr.0,rummelpuff,15,
gdc,stqr.0,caecilie,4,
gdc,stqr.0,nachtwaechter,0,
