corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,v3rv.0,henri,7,
gdc,v3rv.0,die_schauspieler,22,
gdc,v3rv.0,albin,10,
gdc,v3rv.0,scaevola,5,
gdc,v3rv.0,kommissaer,3,
gdc,v3rv.0,wirt,1,
gdc,v3rv.0,rollin,16,
gdc,v3rv.0,michette,11,
gdc,v3rv.0,flipotte,12,
gdc,v3rv.0,guillaume,14,
gdc,v3rv.0,jules,6,
gdc,v3rv.0,rufe_draussen_einige_andere_die_buerger,23,
gdc,v3rv.0,severine,17,
gdc,v3rv.0,francois,9,
gdc,v3rv.0,grasset,0,
gdc,v3rv.0,marquis,15,
gdc,v3rv.0,maurice,21,
gdc,v3rv.0,georgette,18,
gdc,v3rv.0,lebret,2,
gdc,v3rv.0,leocadie,8,
gdc,v3rv.0,herzog,13,
gdc,v3rv.0,etienne,20,
gdc,v3rv.0,balthasar,19,
gdc,v3rv.0,grain,4,
