corpus,drama,figure_surface,figure_id,Gender,Age
gdc,qd3h.0,Zerbinetta,zerbinetta,FEMALE,
gdc,qd3h.0,Dryade,dryade,FEMALE,
gdc,qd3h.0,Komponist,komponist,MALE,
gdc,qd3h.0,Harlekin,harlekin,MALE,
gdc,qd3h.0,Primadonna/Ariadne,primadonna_ariadne,FEMALE,
gdc,qd3h.0,Brighella,brighella,MALE,
gdc,qd3h.0,Truffaldin,truffaldin,MALE,
gdc,qd3h.0,Der Offizier,der_offizier,MALE,
gdc,qd3h.0,Scaramuccio,scaramuccio,MALE,
gdc,qd3h.0,Echo,echo,FEMALE,
gdc,qd3h.0,Der Haushofmeister,haushofmeister,MALE,
gdc,qd3h.0,Tanzmeister,tanzmeister,MALE,
gdc,qd3h.0,Najade,najade,FEMALE,
gdc,qd3h.0,Der junge Lakai,der_lakai,MALE,
gdc,qd3h.0,Bacchus' Stimme,der_tenor_bacchus,MALE,
gdc,qd3h.0,Musiklehrer,musiklehrer,MALE,
gdc,qd3h.0,Perückenmacher,perueckenmacher,MALE,
