corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,jkjf.0,bauern_4,46,
gdc,jkjf.0,alle_2,39,
gdc,jkjf.0,reinhard,15,
gdc,jkjf.0,probst,6,
gdc,jkjf.0,ein_knecht_3-6a,23,
gdc,jkjf.0,viele_stimmen,30,
gdc,jkjf.0,bauern_1,28,
gdc,jkjf.0,ein_theil_der_bauern_1,32,
gdc,jkjf.0,luther,21,
gdc,jkjf.0,stimmen_durcheinander,44,
gdc,jkjf.0,alle_1,31,
gdc,jkjf.0,storch,16,
gdc,jkjf.0,blinte,11,
gdc,jkjf.0,muenzer,19,
gdc,jkjf.0,starker_chor,42,
gdc,jkjf.0,stimmen_hinter_der_scene,40,
gdc,jkjf.0,anderer_chor,43,
gdc,jkjf.0,graefin,3,
gdc,jkjf.0,frau_huefer,10,
gdc,jkjf.0,landgraf,27,
gdc,jkjf.0,ruediger,5,
gdc,jkjf.0,einige_bauern,29,
gdc,jkjf.0,frauen,45,
gdc,jkjf.0,wache,26,
gdc,jkjf.0,bauern_2,34,
gdc,jkjf.0,ein_knecht_3-6b,24,
gdc,jkjf.0,ein_knecht_3-7,25,
gdc,jkjf.0,thomae,13,
gdc,jkjf.0,bauern_5,47,
gdc,jkjf.0,laerm_draussen_vor_der_scene,36,
gdc,jkjf.0,pfeifer,17,
gdc,jkjf.0,roder,20,
gdc,jkjf.0,ein_theil_der_bauern_2,35,
gdc,jkjf.0,helldrungen,1,
gdc,jkjf.0,erich,2,
gdc,jkjf.0,engel,12,
gdc,jkjf.0,weiber,38,
gdc,jkjf.0,sander,14,
gdc,jkjf.0,laerm_hinter_der_scene,37,
gdc,jkjf.0,einige_landsknechte,48,
gdc,jkjf.0,stimmen_vor_der_thuer,33,
gdc,jkjf.0,wenige_stimmen,41,
gdc,jkjf.0,liborius,4,
gdc,jkjf.0,gerlind,7,
gdc,jkjf.0,ein_knappe,8,
gdc,jkjf.0,die_alte_steimann,9,
gdc,jkjf.0,hans,18,
gdc,jkjf.0,dietrich,0,
gdc,jkjf.0,jacobe,22,
