corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
gdc,v3w3.0,36,121235,0,36,3746,0
gdc,v3w3.0,36,121235,0,3752,10553,0
gdc,v3w3.0,36,121235,0,10560,17707,0
gdc,v3w3.0,36,121235,0,17714,39467,0
gdc,v3w3.0,36,121235,0,39474,51350,0
gdc,v3w3.0,36,121235,0,51358,70053,0
gdc,v3w3.0,36,121235,0,70061,84570,0
gdc,v3w3.0,36,121235,0,84577,96783,0
gdc,v3w3.0,36,121235,0,96791,111104,0
gdc,v3w3.0,36,121235,0,111111,121235,0
