corpus,drama,figure_surface,figure_id,Gender,Age
gdc,sjpt.0,Dritter Aufseher,dritter_aufseher,MALE,
gdc,sjpt.0,Ein Dritter,ein_dritter,MALE,
gdc,sjpt.0,Zweiter Arbeiter,zweiter_arbeiter,MALE,
gdc,sjpt.0,Rufe/Viele/Stimmen/Gesang (12. Bild),rufe_viele_stimmen_gesang_12,UNKNOWN,
gdc,sjpt.0,Ein Beamter,ein_beamter,MALE,
gdc,sjpt.0,Gefängnisdirektor,direktor,MALE,
gdc,sjpt.0,Ein Arzt,ein_arzt,MALE,
gdc,sjpt.0,Ein Arbeiter (5. Bild),ein_arbeiter_5,MALE,
gdc,sjpt.0,Stimmen aus den Arbeitern,stimmen_aus_den_arbeitern,MALE,
gdc,sjpt.0,Thayer,thayer,MALE,
gdc,sjpt.0,Eine Frau,eine_frau_12a,FEMALE,
gdc,sjpt.0,Ein Journalist (5. Bild),ein_journalist,MALE,
gdc,sjpt.0,Johnson,johnson,MALE,
gdc,sjpt.0,Fünfter Arbeiter,fuenfter_arbeiter,MALE,
gdc,sjpt.0,Zweiter Aufseher,zweiter_aufseher,MALE,
gdc,sjpt.0,Die Andrews,die_andrews,FEMALE,
gdc,sjpt.0,Journalist (14. Bild),journalist,MALE,
gdc,sjpt.0,Moore,moore,MALE,
gdc,sjpt.0,Madeiros,madeiros,MALE,
gdc,sjpt.0,Musmanno,musmanno,MALE,
gdc,sjpt.0,Ein Polizist,ein_polizist,MALE,
gdc,sjpt.0,Italienischer Arbeiter,italienischer_arbeiter,MALE,
gdc,sjpt.0,Vierter Aufseher,vierter_aufseher,MALE,
gdc,sjpt.0,Ein Richter,ein_richter,MALE,
gdc,sjpt.0,Kommissar,polizeikommissar,MALE,
gdc,sjpt.0,Sheriff,sheriff,MALE,
gdc,sjpt.0,Erster Aufseher,erster_aufseher,MALE,
gdc,sjpt.0,Sacco,sacco,MALE,
gdc,sjpt.0,Frau Bernkopf,frau_bernkopf,FEMALE,
gdc,sjpt.0,Sekretär,sekretaer,MALE,
gdc,sjpt.0,Amerikanischer Arbeiter,amerikanischer_arbeiter,MALE,
gdc,sjpt.0,Stimmen/Chor (14. und 15. Bild),stimmen_chor_14_und_15,UNKNOWN,
gdc,sjpt.0,Beffel,beffel,MALE,
gdc,sjpt.0,Frau Johnson,frau_johnson,FEMALE,
gdc,sjpt.0,Eine Frau,eine_frau_12c,FEMALE,
gdc,sjpt.0,Stimme,stimme,UNKNOWN,
gdc,sjpt.0,Fuller,fuller,MALE,
gdc,sjpt.0,Luigia,luigia,FEMALE,
gdc,sjpt.0,Ein Lakai,lakai,MALE,
gdc,sjpt.0,Sträfling,straefling,MALE,
gdc,sjpt.0,Die Campbell,die_campbell,FEMALE,
gdc,sjpt.0,Vanzetti,vanzetti,MALE,
gdc,sjpt.0,Dritter Arbeiter,dritter_arbeiter,MALE,
gdc,sjpt.0,Eine Frau (9. Bild),eine_frau_9,FEMALE,
gdc,sjpt.0,Stenotypistin,stenotypistin,FEMALE,
gdc,sjpt.0,Katzmann,katzmann,MALE,
gdc,sjpt.0,Levangie,levangie,MALE,
gdc,sjpt.0,Ein Anderer,ein_anderer,MALE,
gdc,sjpt.0,Frau,frau_12b,FEMALE,
gdc,sjpt.0,Sibley,sibley,MALE,
gdc,sjpt.0,Eine Stimme,eine_stimme,UNKNOWN,
gdc,sjpt.0,Vierter Arbeiter,vierter_arbeiter,MALE,
gdc,sjpt.0,Geistlicher,geistlicher,MALE,
gdc,sjpt.0,Thompson,thompson,MALE,
gdc,sjpt.0,Hendry,hendry,MALE,
gdc,sjpt.0,Ein Arbeiter (9. Bild),ein_arbeiter_9b,MALE,
gdc,sjpt.0,Aufseher (11. Bild),aufseher_11,MALE,
gdc,sjpt.0,Eine Frau,eine_frau_12d,FEMALE,
gdc,sjpt.0,Ein Arbeiter (9. Bild),ein_arbeiter_9a,MALE,
gdc,sjpt.0,Rosa,rosa,FEMALE,
gdc,sjpt.0,McAnarney,mcanarney,MALE,
gdc,sjpt.0,Erster Arbeiter,erster_arbeiter,MALE,
