corpus,drama,figure_surface,figure_id,Gender,Age
gdc,tz0c.0,Arnold von Sewa,sewa,MALE,
gdc,tz0c.0,Kunz,kunz,MALE,
gdc,tz0c.0,Alle (IV/3),alle_4-3,UNKNOWN,
gdc,tz0c.0,Wilhelm Tell,tell,MALE,
gdc,tz0c.0,Wanderer,wanderer,MALE,
gdc,tz0c.0,Kuoni,kuoni,MALE,
gdc,tz0c.0,Seppi,seppi,MALE,
gdc,tz0c.0,Alle (II/2),alle_2-2,UNKNOWN,
gdc,tz0c.0,Elsbet,elsbet,FEMALE,
gdc,tz0c.0,Erster Reiter,erster_reiter,MALE,
gdc,tz0c.0,Walter Fürst,walter_fuerst,MALE,
gdc,tz0c.0,Arnold vom Melchthal,melchthal,MALE,
gdc,tz0c.0,Meister Steinmetz,meister_steinmetz,MALE,
gdc,tz0c.0,Hans auf der Mauer,auf_der_mauer,MALE,
gdc,tz0c.0,Landleute (V/3),landleute_5-3,UNKNOWN,
gdc,tz0c.0,Meier von Sarnen,meier,MALE,
gdc,tz0c.0,Rudolf der Harras,rudolf_der_harras,MALE,
gdc,tz0c.0,Barmherzige Brüder,barmherzige_brueder,MALE,
gdc,tz0c.0,Jenni,jenni,MALE,
gdc,tz0c.0,Volk,volk,UNKNOWN,
gdc,tz0c.0,Burkhardt am Bühel,am_buehel,MALE,
gdc,tz0c.0,Noch drei Landleute,noch_drei_landleute,MALE,
gdc,tz0c.0,Mönch,moench_parricida,MALE,
gdc,tz0c.0,Kinder,kinder,UNKNOWN,
gdc,tz0c.0,Hedwig,hedwig,FEMALE,
gdc,tz0c.0,Jost von Weiler,jost_von_weiler,MALE,
gdc,tz0c.0,Mechthild,mechthild,FEMALE,
gdc,tz0c.0,Pfeiffer von Luzern,pfeiffer,MALE,
gdc,tz0c.0,Wilhelm,wilhelm,MALE,
gdc,tz0c.0,Rösselmann,roesselmann,MALE,
gdc,tz0c.0,Armgard,armgard,FEMALE,
gdc,tz0c.0,Alle (V/1),alle_5-1,UNKNOWN,
gdc,tz0c.0,Ruodi,ruodi,MALE,
gdc,tz0c.0,Ausrufer,ausrufer,MALE,
gdc,tz0c.0,Viele Stimmen (III/3),viele_stimmen_3-3,UNKNOWN,
gdc,tz0c.0,Ulrich von Rudenz,rudenz,MALE,
gdc,tz0c.0,Erster Gesell,erster_gesell,MALE,
gdc,tz0c.0,Konrad Baumgarten,baumgarten,MALE,
gdc,tz0c.0,Berta von Bruneck,berta,FEMALE,
gdc,tz0c.0,Werner Stauffacher,stauffacher,MALE,
gdc,tz0c.0,Friesshardt,friesshardt,MALE,
gdc,tz0c.0,Konrad Hunn,konrad_hunn,MALE,
gdc,tz0c.0,Mehrere Stimmen,mehrere_stimmen,UNKNOWN,
gdc,tz0c.0,Gertrud,gertrud,FEMALE,
gdc,tz0c.0,Zweiter Gesell,zweiter_gesell,MALE,
gdc,tz0c.0,Viele Stimmen (IV/3),viele_stimmen_4-3,UNKNOWN,
gdc,tz0c.0,Itel Reding,reding,MALE,
gdc,tz0c.0,Werni,werni,MALE,
gdc,tz0c.0,Fronvogt,fronvogt,MALE,
gdc,tz0c.0,Struth von Winkelried,winkelried,MALE,
gdc,tz0c.0,Zweiter Reiter,zweiter_reiter,MALE,
gdc,tz0c.0,Der Stier von Uri,stier_von_uri,MALE,
gdc,tz0c.0,Attinghausen,attinghausen,MALE,
gdc,tz0c.0,Stüssi,stuessi,MALE,
gdc,tz0c.0,Landleute (III/3),landleute_3-3,UNKNOWN,
gdc,tz0c.0,Sigrist,sigrist,MALE,
gdc,tz0c.0,Alter Mann,alter_mann,MALE,
gdc,tz0c.0,Hermann Gessler,gessler,MALE,
gdc,tz0c.0,Leuthold,leuthold,MALE,
gdc,tz0c.0,Landleute (V/1),landleute_5-1,UNKNOWN,
gdc,tz0c.0,Viele Stimmen (V/1),viele_stimmen_5-1,UNKNOWN,
gdc,tz0c.0,Weiber,weiber,FEMALE,
gdc,tz0c.0,Jörg im Hofe,im_hofe,MALE,
gdc,tz0c.0,Walter,walter_tell,MALE,
gdc,tz0c.0,Alle (V/3),alle_5-3,UNKNOWN,
gdc,tz0c.0,Klaus von der Flüe,von_der_fluee,MALE,
