corpus,drama,figure_surface,figure_id,Gender,Age
gdc,pkhm.0,PRINZESSIN TRULL,prinzessin_trull,,
gdc,pkhm.0,DIE ALTE RASCHKE,die_alte_raschke,,
gdc,pkhm.0,RAPUNZEL,rapunzel,,
gdc,pkhm.0,CHRISTEL,christel,,
gdc,pkhm.0,DER ALTE RASCHKE,der_alte_raschke,,
gdc,pkhm.0,DIE JUNGE RASCHKE,die_junge_raschke,,
gdc,pkhm.0,DER GENDARM,der_gendarm,,
gdc,pkhm.0,DER JUNGE RASCHKE,der_junge_raschke,,
gdc,pkhm.0,DIE FRAU PASTORIN,die_frau_pastorin,,
gdc,pkhm.0,DIE GRÄFIN,die_gräfin,,
gdc,pkhm.0,DER DORFPASTOR,der_dorfpastor,,
gdc,pkhm.0,DAS ARMSELIGE DORFGESINDEL,das_armselige_dorfgesindel,,
gdc,pkhm.0,EINER AUS DEM GESINDEL,einer_aus_dem_gesindel,,
gdc,pkhm.0,DER AMTSSEKRETÄR,der_amtssekretär,,
gdc,pkhm.0,DER APOSTEL PETRUS,der_apostel_petrus,,
gdc,pkhm.0,DIE VIER BEAMTEN,die_vier_beamten,,
gdc,pkhm.0,DER WIRT,der_wirt,,
gdc,pkhm.0,DIE WIRTIN,die_wirtin,,
gdc,pkhm.0,DER FREMDE,der_fremde,,
gdc,pkhm.0,DER EINE DIENER,der_eine_diener,,
gdc,pkhm.0,EIN BAUER,ein_bauer,,
gdc,pkhm.0,EINER DER BAUERN,einer_der_bauern,,
gdc,pkhm.0,EIN BAUERNBURSCHE,ein_bauernbursche,,
gdc,pkhm.0,EIN ANDERER BURSCHE,ein_anderer_bursche,,
gdc,pkhm.0,EIN MÄDCHEN,ein_mädchen,,
gdc,pkhm.0,EIN ANDERES MÄDCHEN,ein_anderes_mädchen,,
gdc,pkhm.0,EIN BAUERNMÄDCHEN,ein_bauernmädchen,,
gdc,pkhm.0,DIE LEUTE,die_leute,,
gdc,pkhm.0,DER POLIZIST,der_polizist,,
gdc,pkhm.0,DER DIENER,der_diener,,
gdc,pkhm.0,EINE STIMME,eine_stimme,,
gdc,pkhm.0,JOHANNES HABUNDUS,johannes_habundus,,
