corpus,drama,figure_surface,figure_id,Gender,Age
gdc,x90s.0,Pater confessor,pater_confessor,MALE,
gdc,x90s.0,Doktor Fallmer/Vater,vater,MALE,
gdc,x90s.0,Rabanser,rabanser,MALE,
gdc,x90s.0,Babúsch,babusch,FEMALE,
gdc,x90s.0,Pogatschnigg,pogatschnigg,FEMALE,
gdc,x90s.0,Hubert,hubert,MALE,
gdc,x90s.0,Magentrost,magentrost,MALE,
gdc,x90s.0,Rosl,rosl,FEMALE,
gdc,x90s.0,Remigius' Stimme,remigius,MALE,
gdc,x90s.0,Taube,taube,FEMALE,
gdc,x90s.0,Chorus puerorum,chorus_puerorum,MALE,
gdc,x90s.0,Chorus adolescentium,chorus_adolescentium,MALE,
gdc,x90s.0,Voces apokalypticae de coelis cantantes,voces_apokalypticae_de_coelis_cantantes,UNKNOWN,
gdc,x90s.0,Mutter,mutter,FEMALE,
gdc,x90s.0,Dienstmädchen,dienstmaedchen,FEMALE,
