corpus,drama,figure_surface,figure_id,Gender,Age
gdc,rkzp.0,Leander,leander,MALE,
gdc,rkzp.0,Oronte,oronte,MALE,
gdc,rkzp.0,Damon,damon,MALE,
gdc,rkzp.0,Die Witwe,die_witwe,FEMALE,
gdc,rkzp.0,Lisette,lisette,FEMALE,
