corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
gdc,nmg0.0,381,41555,0,394,21138,0
gdc,nmg0.0,381,41555,0,21145,41555,0
gdc,nmg0.0,41564,83524,0,41578,65728,0
gdc,nmg0.0,41564,83524,0,65734,83524,0
gdc,nmg0.0,83533,108195,0,83547,89663,0
gdc,nmg0.0,83533,108195,0,89669,102015,0
gdc,nmg0.0,83533,108195,0,102022,108195,0
gdc,nmg0.0,108204,150107,0,108218,116645,0
gdc,nmg0.0,108204,150107,0,116652,119985,0
gdc,nmg0.0,108204,150107,0,119991,128728,0
gdc,nmg0.0,108204,150107,0,128735,150107,0
