corpus,drama,figure_surface,figure_id,Gender,Age
gdc,kmqb.0,Stimme,stimme_1,MALE,
gdc,kmqb.0,Gaparin's Stimme,gaparins_stimme,UNKNOWN,
gdc,kmqb.0,Eine Stimme,eine_stimme_5f,MALE,
gdc,kmqb.0,Eine Stimme,eine_stimme_5a,MALE,
gdc,kmqb.0,Ein Dritter,ein_dritter_5h,MALE,
gdc,kmqb.0,Eine Dritte,eine_dritte_5l,MALE,
gdc,kmqb.0,Ein Anderer,ein_anderer_5g,MALE,
gdc,kmqb.0,Hoche,hoche,MALE,
gdc,kmqb.0,Eine laute Stimme,eine_laute_stimme,MALE,
gdc,kmqb.0,Andre Stimme,andre_stimme_1,MALE,
gdc,kmqb.0,Lenchen,lenchen,FEMALE,
gdc,kmqb.0,Biron,biron,MALE,
gdc,kmqb.0,Theroigne,theroigne,MALE,
gdc,kmqb.0,Eine Andere,eine_andere_5k,MALE,
gdc,kmqb.0,Alle/Die Gäste (IV. Akt),alle-die-gaeste_4,UNKNOWN,
gdc,kmqb.0,Anderer,anderer_5e,MALE,
gdc,kmqb.0,St. Just,st_just,MALE,
gdc,kmqb.0,Carnot,carnot,MALE,
gdc,kmqb.0,Talma,talma,MALE,
gdc,kmqb.0,Ein Sanskulott,sanskulott,MALE,
gdc,kmqb.0,Henriot,henriot,MALE,
gdc,kmqb.0,Ein Ordonnanzoffizier,ein_ordonnanzoffizier,MALE,
gdc,kmqb.0,Theos,theos,FEMALE,
gdc,kmqb.0,Stimme (draußen),stimme_draussen_1,MALE,
gdc,kmqb.0,Junot,junot,MALE,
gdc,kmqb.0,Die Dame,die_dame,FEMALE,
gdc,kmqb.0,Barras,barras,MALE,
gdc,kmqb.0,Marie,marie,FEMALE,
gdc,kmqb.0,Rufe/(Viele) Stimmen/Alle (V. Akt),rufe-stimmen-viele-alle_5,UNKNOWN,
gdc,kmqb.0,Eine Stimme,eine_stimme_5i,MALE,
gdc,kmqb.0,Der Betrunkene,der_betrunkene,MALE,
gdc,kmqb.0,Eine andere Stimme,eine_andere_stimme_5b,MALE,
gdc,kmqb.0,Marat,marat,MALE,
gdc,kmqb.0,Duroc,duroc,MALE,
gdc,kmqb.0,Danton,danton,MALE,
gdc,kmqb.0,Talleyrand,talleyrand,MALE,
gdc,kmqb.0,Menou,menou,MALE,
gdc,kmqb.0,Eine Stimme,eine_stimme_5j,MALE,
gdc,kmqb.0,Eine Stimme,eine_stimme_5c,MALE,
gdc,kmqb.0,Stimme,stimme_5d,MALE,
gdc,kmqb.0,Collot,collot,MALE,
gdc,kmqb.0,Bonaparte,bonaparte,MALE,
gdc,kmqb.0,Alle/Stimmen/Geschrei (I. Akt),alle-stimmen-geschrei_1,UNKNOWN,
gdc,kmqb.0,Madame Tallien,madame_tallien,FEMALE,
gdc,kmqb.0,Josefine,josefine,FEMALE,
gdc,kmqb.0,Frau Roland,frau_roland,MALE,
gdc,kmqb.0,Murat,murat,MALE,
gdc,kmqb.0,Redakteur,redakteur,MALE,
gdc,kmqb.0,Condorcet,condorcet,MALE,
