corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,qdj2.0,ein_hoefling_2-1a,19,
gdc,qdj2.0,einer_4i,70,
gdc,qdj2.0,einer_4c,55,
gdc,qdj2.0,ein_anderer_5b,81,
gdc,qdj2.0,eine_alte_frau,54,
gdc,qdj2.0,jeronim,41,
gdc,qdj2.0,erster_hoefling,15,
gdc,qdj2.0,reiter,39,
gdc,qdj2.0,die_aufrechte_zigeunerin,77,
gdc,qdj2.0,dritter_hoefling,17,
gdc,qdj2.0,einer_4e,60,
gdc,qdj2.0,einer_der_hoeflinge_2-1c,22,
gdc,qdj2.0,der_zweite_knabe,88,
gdc,qdj2.0,einer_4a,51,
gdc,qdj2.0,der_aelteste_bannerherr,79,
gdc,qdj2.0,einer_4g,65,
gdc,qdj2.0,koenig,10,
gdc,qdj2.0,julian,8,
gdc,qdj2.0,einer_der_herren_5b,80,
gdc,qdj2.0,woiwod,21,
gdc,qdj2.0,ein_fuenfter,49,
gdc,qdj2.0,einer_der_herren_5c,84,
gdc,qdj2.0,ein_anderer_4h,62,
gdc,qdj2.0,ein_zweiter,23,
gdc,qdj2.0,graf_adam,30,
gdc,qdj2.0,ein_greis,50,
gdc,qdj2.0,andreas,2,
gdc,qdj2.0,anton,5,
gdc,qdj2.0,kastellan,25,
gdc,qdj2.0,ein_anderer_4k,69,
gdc,qdj2.0,ein_anderer_4b,46,
gdc,qdj2.0,ein_anderer_herr_5a,75,
gdc,qdj2.0,reiterbub,40,
gdc,qdj2.0,einer_vom_volk,44,
gdc,qdj2.0,einer_der_herren_5a,74,
gdc,qdj2.0,hoefling_3e,37,
gdc,qdj2.0,einer_der_hoeflinge_2-1b,20,
gdc,qdj2.0,aron,73,
gdc,qdj2.0,die_herren,95,
gdc,qdj2.0,das_volk,96,
gdc,qdj2.0,einer_4h,68,
gdc,qdj2.0,eines_pagen_stimme,31,
gdc,qdj2.0,ein_dritter_4b,47,
gdc,qdj2.0,der_stelzbeinige,4,
gdc,qdj2.0,ein_anderer_4d,53,
gdc,qdj2.0,ein_anderer_4j,67,
gdc,qdj2.0,simon,9,
gdc,qdj2.0,hoefling_3a,29,
gdc,qdj2.0,gesang_chor,90,
gdc,qdj2.0,ein_alter,57,
gdc,qdj2.0,pfoertner,11,
gdc,qdj2.0,ein_alter_mit_einem_stelzbein,45,
gdc,qdj2.0,der_mann_auf_der_erde,78,
gdc,qdj2.0,der_erste_knabe,87,
gdc,qdj2.0,zwei_andere,91,
gdc,qdj2.0,ein_anderer_4f,59,
gdc,qdj2.0,arzt,6,
gdc,qdj2.0,stimmen_viele_mehrere_andere_einige,94,
gdc,qdj2.0,einer_4d,56,
gdc,qdj2.0,junger_kaemmerer,12,
gdc,qdj2.0,hoeflinge,89,
gdc,qdj2.0,eine_andere_stimme,33,
gdc,qdj2.0,ein_anderer_4a,42,
gdc,qdj2.0,einer_4j,72,
gdc,qdj2.0,baeuerin,24,
gdc,qdj2.0,ein_anderer_4c,48,
gdc,qdj2.0,olivier,0,
gdc,qdj2.0,einer_der_juengeren_bannerherren,82,
gdc,qdj2.0,die_kauernde_zigeunerin,76,
gdc,qdj2.0,zweiter_hoefling,16,
gdc,qdj2.0,ein_anderer_junger_hoefling_3b,34,
gdc,qdj2.0,der_kinderkoenig,86,
gdc,qdj2.0,ein_anderer_der_herren_5c,85,
gdc,qdj2.0,ein_anderer_bannerherr,83,
gdc,qdj2.0,ein_dritter_4a,43,
gdc,qdj2.0,rekrut,1,
gdc,qdj2.0,ein_anderer_4g,61,
gdc,qdj2.0,bettler,14,
gdc,qdj2.0,ein_anderer_4e,58,
gdc,qdj2.0,junger_bruder,13,
gdc,qdj2.0,ein_anderer_4l,71,
gdc,qdj2.0,indrik,64,
gdc,qdj2.0,der_eine_diener,38,
gdc,qdj2.0,grossalmosenier,18,
gdc,qdj2.0,alle,93,
gdc,qdj2.0,einer_4f,63,
gdc,qdj2.0,pankraz,3,
gdc,qdj2.0,sigismund,7,
gdc,qdj2.0,kaemmerer,27,
gdc,qdj2.0,ein_hoefling_3d,36,
gdc,qdj2.0,ein_dritter_junger_hoefling_3c,35,
gdc,qdj2.0,eine_stimme,32,
gdc,qdj2.0,pagen,92,
gdc,qdj2.0,ein_anderer_4i,66,
gdc,qdj2.0,stallmeister,28,
gdc,qdj2.0,einer_4b,52,
gdc,qdj2.0,beichtiger,26,
