corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
gdc,ptkw.0,3384,47682,0,3384,13053,0
gdc,ptkw.0,3384,47682,0,13060,28833,0
gdc,ptkw.0,3384,47682,0,28840,35817,0
