corpus,drama,figure_surface,figure_id,Gender,Age
gdc,x4vh.0,Emy,emy,FEMALE,
gdc,x4vh.0,Waldberg,waldberg,MALE,
gdc,x4vh.0,Grünau,gruenau,MALE,
gdc,x4vh.0,Wolf,wolf,MALE,
gdc,x4vh.0,Baroninn Dürrer,baroninn_duerrer,FEMALE,
gdc,x4vh.0,Alle/Alles (III/1–4),alle_alles_3-1_bis_3-4,UNKNOWN,
gdc,x4vh.0,Nina,nina,FEMALE,
gdc,x4vh.0,Babette,babette,FEMALE,
gdc,x4vh.0,Frau von Lichtberg,frau_von_lichtberg,FEMALE,
gdc,x4vh.0,Räthinn Sommer,raethinn_sommer,FEMALE,
gdc,x4vh.0,Herr von Hacken,herr_von_hacken,MALE,
gdc,x4vh.0,Herr von Dorn,herr_von_dorn,MALE,
gdc,x4vh.0,Fräulein Grinzberg,fraeulein_grinzberg,FEMALE,
gdc,x4vh.0,Gertraude,gertraude,FEMALE,
gdc,x4vh.0,Bedienter,bedienter,MALE,
gdc,x4vh.0,Fräulein Impfen,fraeulein_impfen,FEMALE,
gdc,x4vh.0,Traufbach,herr_von_traufbach,MALE,
gdc,x4vh.0,Marie,marie,FEMALE,
gdc,x4vh.0,Frau von Dorn,frau_von_dorn,FEMALE,
gdc,x4vh.0,Blümlein,bluemlein,MALE,
gdc,x4vh.0,Baroninn,baroninn,FEMALE,
