corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,11g68.0,tirolerin,7,
gdc,11g68.0,doktor,1,
gdc,11g68.0,schweinemetzger,20,
gdc,11g68.0,ahasverus,24,
gdc,11g68.0,zigeunerhauptmann,12,
gdc,11g68.0,schattenspielmann,28,
gdc,11g68.0,hanswurst,22,
gdc,11g68.0,pfarrer,11,
gdc,11g68.0,nuernberger,5,
gdc,11g68.0,zigeunerbursch,13,
gdc,11g68.0,wagenschmiermann,8,
gdc,11g68.0,tiroler,3,
gdc,11g68.0,zitherspielbub,18,
gdc,11g68.0,fraeulein,6,
gdc,11g68.0,bauer,4,
gdc,11g68.0,amtmaennin,14,
gdc,11g68.0,baenkelsaenger,15,
gdc,11g68.0,milchmaedchen,25,
gdc,11g68.0,pfefferkuchenmaedchen,10,
gdc,11g68.0,gouvernante,9,
gdc,11g68.0,marmotte,17,
gdc,11g68.0,haman,23,
gdc,11g68.0,lichtputzer,19,
gdc,11g68.0,marktschreier,0,
gdc,11g68.0,ochsenhaendler,21,
gdc,11g68.0,amtmann,16,
gdc,11g68.0,mardochai,26,
gdc,11g68.0,esther,27,
gdc,11g68.0,bedienter,2,
