corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,kscn.0,zweiter_kammerdiener,5,
gdc,kscn.0,lena,9,
gdc,kscn.0,zeremonienmeister,13,
gdc,kscn.0,erster_kammerdiener,4,
gdc,kscn.0,erster_bedienter,14,
gdc,kscn.0,koenig_peter,3,
gdc,kscn.0,diener,6,
gdc,kscn.0,gouvernante,10,
gdc,kscn.0,die_bauern,20,
gdc,kscn.0,landrat,11,
gdc,kscn.0,leonce,0,
gdc,kscn.0,valerio,2,
gdc,kscn.0,rosetta,8,
gdc,kscn.0,hofmeister,1,
gdc,kscn.0,praesident,7,
gdc,kscn.0,vierter_diener,17,
gdc,kscn.0,dritter_bedienter,16,
gdc,kscn.0,hofprediger,18,
gdc,kscn.0,schulmeister,12,
gdc,kscn.0,der_ganze_staatsrat_im_chor,19,
gdc,kscn.0,zweiter_bedienter,15,
