corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
gdc,trwt.0,1121,7329,0,1121,7329,0
gdc,trwt.0,7338,12295,0,7338,12295,0
gdc,trwt.0,13130,31799,0,13147,17340,0
gdc,trwt.0,13130,31799,0,17348,18090,0
gdc,trwt.0,13130,31799,0,18096,18701,0
gdc,trwt.0,13130,31799,0,18709,19884,0
gdc,trwt.0,13130,31799,0,19891,20865,0
gdc,trwt.0,13130,31799,0,20873,26176,0
gdc,trwt.0,13130,31799,0,26182,29914,0
gdc,trwt.0,13130,31799,0,29922,30862,0
gdc,trwt.0,13130,31799,0,30870,31799,0
gdc,trwt.0,31810,51600,0,31828,34258,0
gdc,trwt.0,31810,51600,0,34264,34557,0
gdc,trwt.0,31810,51600,0,34564,36158,0
gdc,trwt.0,31810,51600,0,36164,38242,0
gdc,trwt.0,31810,51600,0,38248,41007,0
gdc,trwt.0,31810,51600,0,41016,44125,0
gdc,trwt.0,31810,51600,0,44131,44404,0
gdc,trwt.0,31810,51600,0,44410,45968,0
gdc,trwt.0,31810,51600,0,45976,51211,0
gdc,trwt.0,31810,51600,0,51217,51600,0
gdc,trwt.0,51609,73381,0,51627,51948,0
gdc,trwt.0,51609,73381,0,51956,58915,0
gdc,trwt.0,51609,73381,0,58922,59199,0
gdc,trwt.0,51609,73381,0,59207,63312,0
gdc,trwt.0,51609,73381,0,63318,63804,0
gdc,trwt.0,51609,73381,0,63813,66362,0
gdc,trwt.0,51609,73381,0,66370,67121,0
gdc,trwt.0,51609,73381,0,67129,68245,0
gdc,trwt.0,51609,73381,0,68251,70784,0
gdc,trwt.0,51609,73381,0,70790,71263,0
gdc,trwt.0,51609,73381,0,71271,73381,0
gdc,trwt.0,73390,92507,0,73408,77532,0
gdc,trwt.0,73390,92507,0,77540,78739,0
gdc,trwt.0,73390,92507,0,78745,85321,0
gdc,trwt.0,73390,92507,0,85327,85644,0
gdc,trwt.0,73390,92507,0,85650,88349,0
gdc,trwt.0,73390,92507,0,88357,89690,0
gdc,trwt.0,73390,92507,0,89699,92507,0
gdc,trwt.0,92516,132524,0,92534,94535,0
gdc,trwt.0,92516,132524,0,94543,95894,0
gdc,trwt.0,92516,132524,0,95901,96243,0
gdc,trwt.0,92516,132524,0,96251,97995,0
gdc,trwt.0,92516,132524,0,98003,100362,0
gdc,trwt.0,92516,132524,0,100371,103082,0
gdc,trwt.0,92516,132524,0,103089,104239,0
gdc,trwt.0,92516,132524,0,104245,104753,0
gdc,trwt.0,92516,132524,0,104759,105212,0
gdc,trwt.0,92516,132524,0,105220,107275,0
gdc,trwt.0,92516,132524,0,107282,109926,0
gdc,trwt.0,92516,132524,0,109932,110221,0
gdc,trwt.0,92516,132524,0,110227,112489,0
gdc,trwt.0,92516,132524,0,112496,112762,0
gdc,trwt.0,92516,132524,0,112768,114368,0
gdc,trwt.0,92516,132524,0,114374,117580,0
gdc,trwt.0,92516,132524,0,117587,118675,0
gdc,trwt.0,92516,132524,0,118681,121261,0
gdc,trwt.0,92516,132524,0,121267,121705,0
gdc,trwt.0,92516,132524,0,121712,122142,0
gdc,trwt.0,92516,132524,0,122148,123069,0
gdc,trwt.0,92516,132524,0,123078,125391,0
gdc,trwt.0,92516,132524,0,125399,127134,0
gdc,trwt.0,92516,132524,0,127140,127563,0
gdc,trwt.0,92516,132524,0,127571,128531,0
gdc,trwt.0,92516,132524,0,128537,130173,0
gdc,trwt.0,92516,132524,0,130179,131805,0
gdc,trwt.0,92516,132524,0,131811,132524,0
gdc,trwt.0,132533,138533,0,132552,134312,0
gdc,trwt.0,132533,138533,0,134320,134732,0
gdc,trwt.0,132533,138533,0,134740,137813,0
gdc,trwt.0,132533,138533,0,137819,138533,0
