corpus,drama,figure_surface,figure_id,Gender,Age
gdc,stqr.0,Die Krähwinkler (II/10),die_kraehwinkler_2-10,UNKNOWN,
gdc,stqr.0,Kathi,kathi,FEMALE,
gdc,stqr.0,Reakzerl,reakzerl,MALE,
gdc,stqr.0,Walpurga,walpurga,FEMALE,
gdc,stqr.0,Pfiffspitz,pfiffspitz,MALE,
gdc,stqr.0,Chor/Alle (II/13–16),chor_alle_2-13_bis_2-16,UNKNOWN,
gdc,stqr.0,Klaus,klaus,MALE,
gdc,stqr.0,Chor (III/12),chor_3-12,UNKNOWN,
gdc,stqr.0,Frau von Schnabelbeiß,frau_von_schnabelbeiss,FEMALE,
gdc,stqr.0,Pemperl,pemperl,MALE,
gdc,stqr.0,Die Krähwinkler (I/10),die_kraehwinkler_1-10,UNKNOWN,
gdc,stqr.0,Frau Schabenfellner,frau_schabenfellner,FEMALE,
gdc,stqr.0,Die Männer,die_maenner,MALE,
gdc,stqr.0,Adele,adele,FEMALE,
gdc,stqr.0,Schabenfellner,schabenfellner,MALE,
gdc,stqr.0,Kellner,kellner,MALE,
gdc,stqr.0,Die Frauen,die_frauen,FEMALE,
gdc,stqr.0,Ein Bedienter,ein_bedienter,MALE,
gdc,stqr.0,Frau Pemperl,frau_pemperl,FEMALE,
gdc,stqr.0,Die Bürger,die_buerger,UNKNOWN,
gdc,stqr.0,Alle (III/24),alle_3-24,UNKNOWN,
gdc,stqr.0,Sperling,sperling,MALE,
gdc,stqr.0,Zwei Krähwinkler (III/11),die_kraehwinkler_3-11,UNKNOWN,
gdc,stqr.0,Babette,babette,FEMALE,
gdc,stqr.0,Frau Klöppl,frau_kloeppl,FEMALE,
gdc,stqr.0,Willibald,willibald,MALE,
gdc,stqr.0,Emerenzia,emerenzia,FEMALE,
gdc,stqr.0,Bürgermeister,buergermeister,MALE,
gdc,stqr.0,Frau von Frankenfrei,frau_von_frankenfrei,FEMALE,
gdc,stqr.0,Ultra,ultra,MALE,
gdc,stqr.0,Sigmund,sigmund,MALE,
gdc,stqr.0,Rummelpuff,rummelpuff,MALE,
gdc,stqr.0,Cäcilie,caecilie,FEMALE,
gdc,stqr.0,Nachtwächter,nachtwaechter,MALE,
