corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,x4c3.0,laudato,41,
gdc,x4c3.0,andere_weiber,73,
gdc,x4c3.0,domenico,27,
gdc,x4c3.0,baldo,66,
gdc,x4c3.0,neri,49,
gdc,x4c3.0,lubrano,61,
gdc,x4c3.0,ristaldi,23,
gdc,x4c3.0,formaggio,14,
gdc,x4c3.0,piconne,16,
gdc,x4c3.0,pasqvella,38,
gdc,x4c3.0,angelo,42,
gdc,x4c3.0,titta,44,
gdc,x4c3.0,salvador,57,
gdc,x4c3.0,poltrone,53,
gdc,x4c3.0,truffaldino,60,
gdc,x4c3.0,elisa,63,
gdc,x4c3.0,pinto,65,
gdc,x4c3.0,zweiter_tenoristen,1,
gdc,x4c3.0,roccella,6,
gdc,x4c3.0,peronne,13,
gdc,x4c3.0,bizzaro,56,
gdc,x4c3.0,donato,11,
gdc,x4c3.0,prospero,12,
gdc,x4c3.0,masaniello,17,
gdc,x4c3.0,rossana,31,
gdc,x4c3.0,furfante,21,
gdc,x4c3.0,philomarini,28,
gdc,x4c3.0,allegro,8,
gdc,x4c3.0,conversano,62,
gdc,x4c3.0,mattheo,59,
gdc,x4c3.0,leonisse,3,
gdc,x4c3.0,bianca,30,
gdc,x4c3.0,tambourino,68,
gdc,x4c3.0,ferrante,5,
gdc,x4c3.0,ghirardini,40,
gdc,x4c3.0,caraffa,22,
gdc,x4c3.0,carlo,29,
gdc,x4c3.0,saldo,69,
gdc,x4c3.0,buffone,51,
gdc,x4c3.0,pazzo,34,
gdc,x4c3.0,zeppa,37,
gdc,x4c3.0,anaclerio,4,
gdc,x4c3.0,sarpi,46,
gdc,x4c3.0,bardassa,58,
gdc,x4c3.0,rubina,45,
gdc,x4c3.0,arpaja,20,
gdc,x4c3.0,picolo,47,
gdc,x4c3.0,lurcone,52,
gdc,x4c3.0,nachredner,70,
gdc,x4c3.0,celinde,9,
gdc,x4c3.0,roberto,36,
gdc,x4c3.0,xaverio,25,
gdc,x4c3.0,francesco,26,
gdc,x4c3.0,marina,33,
gdc,x4c3.0,arcos,10,
gdc,x4c3.0,geonino,18,
gdc,x4c3.0,bonavita,24,
gdc,x4c3.0,paolo,48,
gdc,x4c3.0,torrecuso,7,
gdc,x4c3.0,corraggio,55,
gdc,x4c3.0,die_umstehenden,74,
gdc,x4c3.0,vitale,19,
gdc,x4c3.0,laura,64,
gdc,x4c3.0,girolomo,67,
gdc,x4c3.0,bravo,15,
gdc,x4c3.0,afflitto,43,
gdc,x4c3.0,antimo,54,
gdc,x4c3.0,matelone,35,
gdc,x4c3.0,roderigo,2,
gdc,x4c3.0,etliche_buerger,71,
gdc,x4c3.0,bruno,50,
gdc,x4c3.0,flavia,32,
gdc,x4c3.0,die_geistlichen,72,
gdc,x4c3.0,erster_tenoristen,0,
gdc,x4c3.0,villanella,39,
