corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,rfc7.0,eitelfritz,23,
gdc,rfc7.0,ein_knappe,55,
gdc,rfc7.0,renner,6,
gdc,rfc7.0,viele_andere_mehrere_stimmen_alle_4-5_bis_4-7,60,
gdc,rfc7.0,erzbischof,7,
gdc,rfc7.0,philipp_von_ruedesheim,15,
gdc,rfc7.0,dritter_bauer,52,
gdc,rfc7.0,erster_bote,44,
gdc,rfc7.0,ritter,22,
gdc,rfc7.0,vierter_buerger,36,
gdc,rfc7.0,arzt,56,
gdc,rfc7.0,balthasar,1,
gdc,rfc7.0,marie,0,
gdc,rfc7.0,erste_frau,30,
gdc,rfc7.0,reisiger,46,
gdc,rfc7.0,erster_buerger,33,
gdc,rfc7.0,zweiter_buerger,34,
gdc,rfc7.0,hartmuth,24,
gdc,rfc7.0,ein_bauer,53,
gdc,rfc7.0,ein_lanzknecht_4-9,42,
gdc,rfc7.0,erster_lanzknecht,40,
gdc,rfc7.0,choral,61,
gdc,rfc7.0,herold_4-4,27,
gdc,rfc7.0,sombreff,29,
gdc,rfc7.0,franz,2,
gdc,rfc7.0,vierter_bauer,54,
gdc,rfc7.0,erster_bauer,50,
gdc,rfc7.0,fuerstenberg,19,
gdc,rfc7.0,richard,9,
gdc,rfc7.0,ludwig,8,
gdc,rfc7.0,dritter_buerger,35,
gdc,rfc7.0,tuerkheim,17,
gdc,rfc7.0,einige_andere_mehre_bauern,63,
gdc,rfc7.0,ein_soeldner,39,
gdc,rfc7.0,diener,3,
gdc,rfc7.0,hauptmann,37,
gdc,rfc7.0,alle_3-7_und_3-8,58,
gdc,rfc7.0,kurt,47,
gdc,rfc7.0,jos_fritz,49,
gdc,rfc7.0,hauptmann_joerg,28,
gdc,rfc7.0,legat,11,
gdc,rfc7.0,dhan,13,
gdc,rfc7.0,zweite_frau,31,
gdc,rfc7.0,lanzknecht_4-7,38,
gdc,rfc7.0,zweiter_landsknecht,41,
gdc,rfc7.0,zweiter_bauer,51,
gdc,rfc7.0,herold_5-9,57,
gdc,rfc7.0,alle_4-9_und_4-10,62,
gdc,rfc7.0,falkenstein,18,
gdc,rfc7.0,landgraf_philipp,10,
gdc,rfc7.0,oecolampadius,12,
gdc,rfc7.0,ulrich,4,
gdc,rfc7.0,lorch,20,
gdc,rfc7.0,geheimschreiber,21,
gdc,rfc7.0,schwarzenberg,16,
gdc,rfc7.0,dalberg,14,
gdc,rfc7.0,alle_4-2_bis_4-4,59,
gdc,rfc7.0,frowin,25,
gdc,rfc7.0,dritte_frau,32,
gdc,rfc7.0,lanzknecht_4-10,43,
gdc,rfc7.0,wirt,48,
gdc,rfc7.0,karl,5,
gdc,rfc7.0,zweiter_bote,45,
gdc,rfc7.0,ein_lanzknecht_4-3,26,
