corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,pjw6.0,drewes,15,
gdc,pjw6.0,paul,8,
gdc,pjw6.0,die_ordonnanz_1-6,16,
gdc,pjw6.0,fritz,5,
gdc,pjw6.0,joseph,19,
gdc,pjw6.0,meitzen,11,
gdc,pjw6.0,heinrich,18,
gdc,pjw6.0,benno,10,
gdc,pjw6.0,glahn,9,
gdc,pjw6.0,moritz,3,
gdc,pjw6.0,traute,21,
gdc,pjw6.0,der_rangaelteste_hauptmann,0,
gdc,pjw6.0,von_grobitzsch,2,
gdc,pjw6.0,kommandostimme,17,
gdc,pjw6.0,tiedemann,7,
gdc,pjw6.0,alle_verschiedene,22,
gdc,pjw6.0,harold,14,
gdc,pjw6.0,von_marschall,1,
gdc,pjw6.0,eine_ordonnanz_1-3a,6,
gdc,pjw6.0,schmitz,20,
gdc,pjw6.0,peter,4,
gdc,pjw6.0,eine_ordonnanz_1-3b,12,
gdc,pjw6.0,die_masken,23,
gdc,pjw6.0,hans,13,
