corpus,drama,figure_surface,figure_id,Gender,Age
gdc,r2mv.0,Henriette,henriette,FEMALE,
gdc,r2mv.0,Eine Magd,magd,FEMALE,
gdc,r2mv.0,Ernestine,ernestine,FEMALE,
gdc,r2mv.0,Gräfin,graefin,FEMALE,
gdc,r2mv.0,Amalie,amalie,FEMALE,
gdc,r2mv.0,Bedienter,bedienter,MALE,
gdc,r2mv.0,Stein,stein,MALE,
gdc,r2mv.0,Adolph,adolph,MALE,
gdc,r2mv.0,Klingsberg Vater,graf,MALE,
gdc,r2mv.0,Frau Wunschel,frau_wunschel,FEMALE,
gdc,r2mv.0,Jacob,jacob,MALE,
gdc,r2mv.0,Krautmann,krautmann,MALE,
gdc,r2mv.0,Balthasar,balthasar,MALE,
