corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,t96n.0,fritz,0,
gdc,t96n.0,johann,1,
gdc,t96n.0,pralling,2,
gdc,t96n.0,wolf,3,
gdc,t96n.0,gruendling,4,
gdc,t96n.0,sockel,5,
gdc,t96n.0,valentin,6,
gdc,t96n.0,rosa,7,
gdc,t96n.0,helm,8,
gdc,t96n.0,walter,9,
gdc,t96n.0,dumont,10,
gdc,t96n.0,flottwell,11,
gdc,t96n.0,ein_gast,12,
gdc,t96n.0,cheristane,13,
gdc,t96n.0,azur,14,
gdc,t96n.0,der_bettler,15,
gdc,t96n.0,haushofmeister,16,
gdc,t96n.0,diener_2-3,17,
gdc,t96n.0,weib,18,
gdc,t96n.0,juwelier,19,
gdc,t96n.0,klugheim,20,
gdc,t96n.0,amalie,21,
gdc,t96n.0,flitterstein,22,
gdc,t96n.0,kellermeister,23,
gdc,t96n.0,arzt,24,
gdc,t96n.0,betti,25,
gdc,t96n.0,thomas,26,
gdc,t96n.0,max,27,
gdc,t96n.0,gaertner,28,
gdc,t96n.0,diener_3-3,29,
gdc,t96n.0,liese,30,
gdc,t96n.0,michael,31,
gdc,t96n.0,hiesel,32,
gdc,t96n.0,pepi,33,
gdc,t96n.0,hansel,34,
gdc,t96n.0,chor_1-1,35,
gdc,t96n.0,alle_1-7_bis_1-9,36,
gdc,t96n.0,jagdchor,37,
gdc,t96n.0,chor_2-1,38,
gdc,t96n.0,chor_gaeste_2-11,39,
gdc,t96n.0,bediente_chor,40,
gdc,t96n.0,alle_chor_3-11,41,
gdc,t96n.0,senner_und_sennerinnen,42,
