corpus,drama,figure_surface,figure_id,Gender,Age
corpus,drama,begin,end,Speaker.figure_surface,Speaker.figure_id,Token.surface,Token.pos,Token.lemma,length,Mentioned.figure_surface,Mentioned.figure_id
gdc,nm27.0,HERR REINHART,herr_reinhart,,
gdc,nm27.0,DER JUNGE REINHART,der_junge_reinhart,,
gdc,nm27.0,JUNGFER LOTTCHEN,jungfer_lottchen,,
gdc,nm27.0,HERR VIELWITZ,herr_vielwitz,,
gdc,nm27.0,PAUL,paul,,
gdc,nm27.0,HERR SINNREICH,herr_sinnreich,,
gdc,nm27.0,HERR JAMBUS,herr_jambus,,
gdc,nm27.0,Der Witzling,de,"Gottsched, Luise Adelgunde Victorie",118696734,,,0,1745,0,0
