corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
gdc,kjgj.0,1924,60858,0,1941,13699,0
gdc,kjgj.0,1924,60858,0,1955,7683,0
gdc,kjgj.0,1924,60858,0,7687,13699,0
gdc,kjgj.0,1924,60858,0,13705,31157,0
gdc,kjgj.0,1924,60858,0,13720,14812,0
gdc,kjgj.0,1924,60858,0,14820,16683,0
gdc,kjgj.0,1924,60858,0,16689,20821,0
gdc,kjgj.0,1924,60858,0,20828,21273,0
gdc,kjgj.0,1924,60858,0,21279,22367,0
gdc,kjgj.0,1924,60858,0,22371,26794,0
gdc,kjgj.0,1924,60858,0,26801,31157,0
gdc,kjgj.0,1924,60858,0,31163,48605,0
gdc,kjgj.0,1924,60858,0,31178,33371,0
gdc,kjgj.0,1924,60858,0,33375,39600,0
gdc,kjgj.0,1924,60858,0,39608,41353,0
gdc,kjgj.0,1924,60858,0,41358,44214,0
gdc,kjgj.0,1924,60858,0,44221,47764,0
gdc,kjgj.0,1924,60858,0,47770,48605,0
gdc,kjgj.0,1924,60858,0,48611,60858,0
gdc,kjgj.0,1924,60858,0,48627,50241,0
gdc,kjgj.0,1924,60858,0,50248,52798,0
gdc,kjgj.0,1924,60858,0,52802,53299,0
gdc,kjgj.0,1924,60858,0,53306,55082,0
gdc,kjgj.0,1924,60858,0,55086,58976,0
gdc,kjgj.0,1924,60858,0,58980,59499,0
gdc,kjgj.0,1924,60858,0,59503,60858,0
gdc,kjgj.0,60868,101814,0,60886,75201,0
gdc,kjgj.0,60868,101814,0,60901,63448,0
gdc,kjgj.0,60868,101814,0,63452,65982,0
gdc,kjgj.0,60868,101814,0,65986,68578,0
gdc,kjgj.0,60868,101814,0,68586,74839,0
gdc,kjgj.0,60868,101814,0,74846,75201,0
gdc,kjgj.0,60868,101814,0,75207,87340,0
gdc,kjgj.0,60868,101814,0,75223,75428,0
gdc,kjgj.0,60868,101814,0,75432,76102,0
gdc,kjgj.0,60868,101814,0,76109,76459,0
gdc,kjgj.0,60868,101814,0,76466,76907,0
gdc,kjgj.0,60868,101814,0,76911,77566,0
gdc,kjgj.0,60868,101814,0,77570,77848,0
gdc,kjgj.0,60868,101814,0,77855,80069,0
gdc,kjgj.0,60868,101814,0,80073,83886,0
gdc,kjgj.0,60868,101814,0,83890,85097,0
gdc,kjgj.0,60868,101814,0,85101,85964,0
gdc,kjgj.0,60868,101814,0,85969,87340,0
gdc,kjgj.0,60868,101814,0,87346,96060,0
gdc,kjgj.0,60868,101814,0,87364,90537,0
gdc,kjgj.0,60868,101814,0,90541,91478,0
gdc,kjgj.0,60868,101814,0,91485,93426,0
gdc,kjgj.0,60868,101814,0,93433,96060,0
gdc,kjgj.0,60868,101814,0,96066,101814,0
gdc,kjgj.0,60868,101814,0,96080,98965,0
gdc,kjgj.0,60868,101814,0,98969,100362,0
gdc,kjgj.0,60868,101814,0,100366,101814,0
gdc,kjgj.0,101824,120248,0,101842,110437,0
gdc,kjgj.0,101824,120248,0,101857,106371,0
gdc,kjgj.0,101824,120248,0,106375,107812,0
gdc,kjgj.0,101824,120248,0,107820,110437,0
gdc,kjgj.0,101824,120248,0,110443,116219,0
gdc,kjgj.0,101824,120248,0,110458,112353,0
gdc,kjgj.0,101824,120248,0,112357,113625,0
gdc,kjgj.0,101824,120248,0,113632,115126,0
gdc,kjgj.0,101824,120248,0,115130,116219,0
gdc,kjgj.0,101824,120248,0,116225,120248,0
gdc,kjgj.0,101824,120248,0,116239,117622,0
gdc,kjgj.0,101824,120248,0,117626,120240,0
