corpus,drama,figure_surface,figure_id,Gender,Age
gdc,x390.0,Fritz,fritz,MALE,
gdc,x390.0,Cotrelly,cotrelly,MALE,
gdc,x390.0,von Brühl,von_bruehl,MALE,
gdc,x390.0,Berta Launhart,berta,FEMALE,
gdc,x390.0,Hetmann,hetmann,MALE,
gdc,x390.0,Die Fürstin,die_fuerstin,FEMALE,
gdc,x390.0,Gellinghausen,gellinghausen,MALE,
gdc,x390.0,Mrs. Grant,mrs_grant,FEMALE,
gdc,x390.0,Der Kriminalschutzmann,der_kriminalschutzmann,MALE,
gdc,x390.0,Morosini,morosini,MALE,
gdc,x390.0,Fanny,fanny,FEMALE,
gdc,x390.0,Launhart,launhart,MALE,
gdc,x390.0,Der Polizeileutnant,der_polizeileutnant,MALE,
gdc,x390.0,Waldbauer,waldbauer,MALE,
gdc,x390.0,Dr. Mittenbach,dr_mittenbach,MALE,
