corpus,drama,figure_surface,figure_id,Gender,Age
gdc,q4j5.0,ROSE,rose,,
gdc,q4j5.0,BRÜNNOW,brünnow,,
gdc,q4j5.0,HEINRICH,heinrich,,
gdc,q4j5.0,MUTTER,mutter,,
gdc,q4j5.0,NETTELBECK,nettelbeck,,
gdc,q4j5.0,ARNDT,arndt,,
gdc,q4j5.0,GEFREITER,gefreiter,,
gdc,q4j5.0,WÜRGES,würges,,
gdc,q4j5.0,GNEISENAU,gneisenau,,
gdc,q4j5.0,KELLERMEISTER,kellermeister,,
gdc,q4j5.0,GRÜNEBERG,grüneberg,,
gdc,q4j5.0,SCHRÖDER,schröder,,
gdc,q4j5.0,GEERTZ,geertz,,
gdc,q4j5.0,ZIPFEL,zipfel,,
gdc,q4j5.0,SOLDAT,soldat,,
gdc,q4j5.0,ERSTER BÜRGER,erster_bürger,,
gdc,q4j5.0,ZWEITER BÜRGER,zweiter_bürger,,
gdc,q4j5.0,DRITTER BÜRGER,dritter_bürger,,
gdc,q4j5.0,VIERTER BÜRGER,vierter_bürger,,
gdc,q4j5.0,WEBER,weber,,
gdc,q4j5.0,OFFIZIER,offizier,,
gdc,q4j5.0,STEINMETZ,steinmetz,,
gdc,q4j5.0,ERSTE ORDONNANZ,erste_ordonnanz,,
gdc,q4j5.0,ZWEITE ORDONNANZ,zweite_ordonnanz,,
gdc,q4j5.0,DRITTE ORDONNANZ,dritte_ordonnanz,,
