corpus,drama,figure_surface,figure_id,Gender,Age
gdc,wc9p.0,BEZIRKSAMTMANN,bezirksamtmann,,
gdc,wc9p.0,FRAU BEZIRKSAMTMANN,frau_bezirksamtmann,,
gdc,wc9p.0,BABETTE,babette,,
gdc,wc9p.0,ASSESSOR,assessor,,
gdc,wc9p.0,LAMPL,lampl,,
gdc,wc9p.0,SEDLMAIER,sedlmaier,,
gdc,wc9p.0,HAHNRIEDER,hahnrieder,,
gdc,wc9p.0,HÄBERLEIN,häberlein,,
gdc,wc9p.0,GRUBHOFER,grubhofer,,
gdc,wc9p.0,MERKL,merkl,,
gdc,wc9p.0,NEUSIGL,neusigl,,
gdc,wc9p.0,FRAU NEUSIGL,frau_neusigl,,
gdc,wc9p.0,ANNA,anna,,
gdc,wc9p.0,REGIERUNGSDIREKTOR STEINBEISSEL,regierungsdirektor_steinbeissel,,
