corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,11d2m.0,antonio,4,
gdc,11d2m.0,leonore,1,
gdc,11d2m.0,alfons,2,
gdc,11d2m.0,prinzessin,0,
gdc,11d2m.0,tasso,3,
