corpus,drama,figure_surface,figure_id,Gender,Age
gdc,msdg.0,Ein Bauer,ein_bauer_3b,MALE,
gdc,msdg.0,Vierter Soldat,vierter_soldat,MALE,
gdc,msdg.0,Sechster Bürger,sechster_buerger,MALE,
gdc,msdg.0,Zweiter Diener,zweiter_diener,MALE,
gdc,msdg.0,Vierter Bürger,vierter_buerger,MALE,
gdc,msdg.0,Willibald,willibald,MALE,
gdc,msdg.0,Dritter Bürger,dritter_buerger,MALE,
gdc,msdg.0,Kriegsgesang,kriegsgesang,MALE,
gdc,msdg.0,Andrer Bürger,andrer_buerger,MALE,
gdc,msdg.0,Achter Bürger,achter_buerger,MALE,
gdc,msdg.0,Vater,vater,MALE,
gdc,msdg.0,Sie,sie,FEMALE,
gdc,msdg.0,Ein Bauer,ein_bauer_3a,MALE,
gdc,msdg.0,Oberjägermeister,oberjaegermeister,MALE,
gdc,msdg.0,Dritter Jäger,dritter_jaeger,MALE,
gdc,msdg.0,Biester,biester,MALE,
gdc,msdg.0,Sechster Diener,sechster_diener,MALE,
gdc,msdg.0,Er,er,MALE,
gdc,msdg.0,Einige/Andre/Stimmen,einige_andre_stimmen,UNKNOWN,
gdc,msdg.0,Vierter Diener,vierter_diener,MALE,
gdc,msdg.0,Fünfter Diener,fuenfter_diener,MALE,
gdc,msdg.0,Erster Soldat,erster_soldat,MALE,
gdc,msdg.0,Siebenter Bürger,siebenter_buerger,MALE,
gdc,msdg.0,Wächter,waechter,MALE,
gdc,msdg.0,Zweiter Bürger,zweiter_buerger,MALE,
gdc,msdg.0,Zweiter Soldat,zweiter_soldat,MALE,
gdc,msdg.0,General,general,MALE,
gdc,msdg.0,Ralf,ralf,MALE,
gdc,msdg.0,Offizier,offizier,MALE,
gdc,msdg.0,Paphnutius,paphnutius,MALE,
gdc,msdg.0,Die schlepptragenden Jünglinge,die_schlepptragenden_juenglinge,MALE,
gdc,msdg.0,Bürgermeister,buergermeister,MALE,
gdc,msdg.0,Mathilde,mathilde,FEMALE,
gdc,msdg.0,Bauern,bauern,MALE,
gdc,msdg.0,Narr,narr,MALE,
gdc,msdg.0,Erster Bürger,erster_buerger,MALE,
gdc,msdg.0,Soldaten,soldaten,MALE,
gdc,msdg.0,Kunz,kunz,MALE,
gdc,msdg.0,König,koenig,MALE,
gdc,msdg.0,Gymnasiast,gymnasiast,MALE,
gdc,msdg.0,Colombine,colombine,FEMALE,
gdc,msdg.0,Zweiter Jäger,zweiter_jaeger,MALE,
gdc,msdg.0,Zehnter Bürger,zehnter_buerger,MALE,
gdc,msdg.0,Erster Jäger,erster_jaeger,MALE,
gdc,msdg.0,Reigen,reigen,UNKNOWN,
gdc,msdg.0,Neunter Bürger,neunter_buerger,MALE,
gdc,msdg.0,Blaue,die_blaue,UNKNOWN,
gdc,msdg.0,Erster Diener,erster_diener,MALE,
gdc,msdg.0,Draußen,draussen,UNKNOWN,
gdc,msdg.0,Alle/Viele Stimmen/Gesang,alle_viele_stimmen_gesang,UNKNOWN,
gdc,msdg.0,Nicolai,nicolai,MALE,
gdc,msdg.0,Tänzer,taenzer,MALE,
gdc,msdg.0,Fünfter Bürger,fuenfter_buerger,MALE,
gdc,msdg.0,Dritter Diener,dritter_diener,MALE,
gdc,msdg.0,Dritter Soldat,dritter_soldat,MALE,
gdc,msdg.0,Nothanker,sebaldus_nothanker,MALE,
gdc,msdg.0,Freimund,freimund,MALE,
