corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,x4vh.0,emy,6,
gdc,x4vh.0,waldberg,8,
gdc,x4vh.0,gruenau,9,
gdc,x4vh.0,wolf,4,
gdc,x4vh.0,baroninn_duerrer,17,
gdc,x4vh.0,alle_alles_3-1_bis_3-4,20,
gdc,x4vh.0,nina,5,
gdc,x4vh.0,babette,1,
gdc,x4vh.0,frau_von_lichtberg,10,
gdc,x4vh.0,raethinn_sommer,14,
gdc,x4vh.0,herr_von_hacken,15,
gdc,x4vh.0,herr_von_dorn,16,
gdc,x4vh.0,fraeulein_grinzberg,11,
gdc,x4vh.0,gertraude,19,
gdc,x4vh.0,bedienter,3,
gdc,x4vh.0,fraeulein_impfen,12,
gdc,x4vh.0,herr_von_traufbach,18,
gdc,x4vh.0,marie,7,
gdc,x4vh.0,frau_von_dorn,13,
gdc,x4vh.0,bluemlein,2,
gdc,x4vh.0,baroninn,0,
