corpus,drama,figure_surface,figure_id,Gender,Age
corpus,drama,begin,end,Speaker.figure_surface,Speaker.figure_id,Token.surface,Token.pos,Token.lemma,length,Mentioned.figure_surface,Mentioned.figure_id
gdc,wzp1.0,DIE ERSTE NORN,die_erste_norn,,
gdc,wzp1.0,DIE ZWEITE NORN,die_zweite_norn,,
gdc,wzp1.0,DIE DRITTE NORN,die_dritte_norn,,
gdc,wzp1.0,BRÜNNHILDE,brünnhilde,,
gdc,wzp1.0,SIEGFRIED,siegfried,,
gdc,wzp1.0,GUNTHER,gunther,,
gdc,wzp1.0,HAGEN,hagen,,
gdc,wzp1.0,GUTRUNE,gutrune,,
gdc,wzp1.0,WALTRAUTE,waltraute,,
gdc,wzp1.0,ALBERICH,alberich,,
gdc,wzp1.0,EIN MANNE,ein_manne,,
gdc,wzp1.0,NEUN WEITERE,neun_weitere,,
gdc,wzp1.0,ACHT MANNEN,acht_mannen,,
gdc,wzp1.0,VIER WEITERE,vier_weitere,,
gdc,wzp1.0,ZWEI MANNEN,zwei_mannen,,
gdc,wzp1.0,WEITERE ZEHN MANNEN,weitere_zehn_mannen,,
gdc,wzp1.0,MANNEN,mannen,,
gdc,wzp1.0,FRAUEN,frauen,,
gdc,wzp1.0,WOGLINDE,woglinde,,
gdc,wzp1.0,WELLGUNDE,wellgunde,,
gdc,wzp1.0,FLOSSHILDE,flosshilde,,
gdc,wzp1.0,VIER MANNEN,vier_mannen,,
gdc,wzp1.0,ZWEI ANDERE,zwei_andere,,
gdc,wzp1.0,Götterdämmerung,de,"Wagner, Richard",118594117,,,1874,0,1876,0
