corpus,drama,figure_surface,figure_id,Gender,Age
gdc,n23j.0,REIGEN,reigen,,
gdc,n23j.0,SIGURD,sigurd,,
gdc,n23j.0,HIORDISA,hiordisa,,
gdc,n23j.0,GREIS,greis,,
gdc,n23j.0,FAFFNER,faffner,,
gdc,n23j.0,EINE SCHWALBE,eine_schwalbe,,
gdc,n23j.0,DIE ANDERE SCHWALBE,die_andere_schwalbe,,
gdc,n23j.0,WURDUR,wurdur,,
gdc,n23j.0,WERDANDI,werdandi,,
gdc,n23j.0,SKULD,skuld,,
gdc,n23j.0,BRYNHILDIS,brynhildis,,
gdc,n23j.0,GRIMHILDIS,grimhildis,,
gdc,n23j.0,ZOFE,zofe,,
gdc,n23j.0,GUNNAR,gunnar,,
gdc,n23j.0,HÖGNE,högne,,
gdc,n23j.0,ALSWIN,alswin,,
gdc,n23j.0,GIUKE,giuke,,
gdc,n23j.0,EIN BOTE,ein_bote,,
gdc,n23j.0,EIN DIENER,ein_diener,,
gdc,n23j.0,GUDRUNA,gudruna,,
gdc,n23j.0,WÄCHTER,wächter_1,,
gdc,n23j.0,GUTTORM,guttorm,,
gdc,n23j.0,EINE ZOFE,eine_zofe,,
gdc,n23j.0,STIMMEN,stimmen,,
gdc,n23j.0,DIETEREICH,dietereich,,
gdc,n23j.0,KNECHT,knecht,,
gdc,n23j.0,WINGO,wingo,,
gdc,n23j.0,ATLE,atle,,
gdc,n23j.0,HERKE,herke,,
gdc,n23j.0,BLÖDEL,blödel,,
gdc,n23j.0,PRIESTER,priester,,
gdc,n23j.0,DAS VOLK (2. TEIL),das_volk_2,,
gdc,n23j.0,EINER,einer_diener_2.2,,
gdc,n23j.0,DER ANDRE,der_andre_diener_2.2,,
gdc,n23j.0,KOSTBERA,kostbera,,
gdc,n23j.0,GLAMWOR,glamwor,,
gdc,n23j.0,NIFLUNG,niflung,,
gdc,n23j.0,ORTLIEB,ortlieb,,
gdc,n23j.0,ASMUND,asmund,,
gdc,n23j.0,HOFMEISTER,hofmeister,,
gdc,n23j.0,EINE JUNGFRAU,eine_jungfrau_2,,
gdc,n23j.0,EIN KRIEGER,ein_krieger_2,,
gdc,n23j.0,EIN ANDRER,ein_andrer_2,,
gdc,n23j.0,EIN DRITTER,ein_dritter_2,,
gdc,n23j.0,REIDBOLD,reidbold,,
gdc,n23j.0,DIE KRIEGER,die_krieger,,
gdc,n23j.0,EIN GOLDSCHMIDT,ein_goldschmidt,,
gdc,n23j.0,EINE ZOFE GUDRUNENS,eine_zofe_gudrunens,,
gdc,n23j.0,SCHWIMMER,schwimmer,,
gdc,n23j.0,DIETEREICHS KNECHT,dietereichs_knecht,,
gdc,n23j.0,HEIMER,heimer,,
gdc,n23j.0,GRIMA,grima,,
gdc,n23j.0,AKE,ake,,
gdc,n23j.0,ASLAUGA,aslauga,,
gdc,n23j.0,RAGNAR,ragnar,,
gdc,n23j.0,EIN KRIEGSMANN,ein_kriegsmann,,
gdc,n23j.0,EIN ANDERER KRIEGSMANN,ein_andrer_3.1,,
gdc,n23j.0,EIN DRITTER KRIEGSMANN,ein_dritter_3.1,,
gdc,n23j.0,ROLF,rolf,,
gdc,n23j.0,KNUD,knud,,
gdc,n23j.0,HARALD,harald,,
gdc,n23j.0,EIN SCHIFFSBÄCKER,ein_schiffsbäcker,,
gdc,n23j.0,ANDRE SCHIFFSBÄCKER,andre_schiffsbäcker,,
gdc,n23j.0,DIE SCHIFFSBÄCKER,die_schiffsbäcker,,
gdc,n23j.0,KRIEGSLEUTE,kriegsleute,,
gdc,n23j.0,SKALDE,skalde,,
gdc,n23j.0,WÄCHTER,wächter_3,,
gdc,n23j.0,KÜCHENMEISTER,küchenmeister,,
gdc,n23j.0,EIN DIENER,ein_diener_3.1,,
gdc,n23j.0,EIN ANDERER DIENER,ein_anderer_3.1,,
gdc,n23j.0,DAS VOLK,volk_3,,
gdc,n23j.0,EINER AUS DEM VOLKE,einer_aus_dem_volke_3.2,,
gdc,n23j.0,EIN ANDRER AUS DEM VOLK,ein_andrer_aus_dem_volk_3.2,,
gdc,n23j.0,EIN DRITTER AUS DEM VOLK,ein_dritter_3.2,,
gdc,n23j.0,EINIGE KRIEGSLEUTE,einige_kriegsleute,,
gdc,n23j.0,ERSTE JUNGFRAU,erste_jungfrau,,
gdc,n23j.0,EINE ANDRE JUNGFRAU,eine_andre_jungfrau,,
gdc,n23j.0,EINE DRITTE JUNGFRAU,eine_dritte_jungfrau,,
gdc,n23j.0,EYSTEIN,eystein,,
gdc,n23j.0,ALTER FISCHER,alter_fischer,,
gdc,n23j.0,JUNGER FISCHER,junger_fischer,,
gdc,n23j.0,ERSTER VOGEL,erster_vogel,,
gdc,n23j.0,ZWEITER VOGEL,zweiter_vogel,,
gdc,n23j.0,RANGAR,rangar,,
gdc,n23j.0,ERSTES HALBCHOR,erstes_halbchor,,
gdc,n23j.0,ZWEITES HALBCHOR,zweites_halbchor,,
