corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,k7f7.0,chor_der_schlossgeister,18,
gdc,k7f7.0,krokodill,5,
gdc,k7f7.0,kaiser,0,
gdc,k7f7.0,matrosen,17,
gdc,k7f7.0,storch,14,
gdc,k7f7.0,hund,13,
gdc,k7f7.0,matrose,16,
gdc,k7f7.0,huhn,10,
gdc,k7f7.0,kaiserin,1,
gdc,k7f7.0,biene,9,
gdc,k7f7.0,hirsch,12,
gdc,k7f7.0,affe,7,
gdc,k7f7.0,ochs,8,
gdc,k7f7.0,pferd,15,
gdc,k7f7.0,die_engel,21,
gdc,k7f7.0,weissfisch,11,
gdc,k7f7.0,kasper,2,
gdc,k7f7.0,thiere,20,
gdc,k7f7.0,esel,6,
gdc,k7f7.0,menschen,19,
gdc,k7f7.0,der_ritter,3,
gdc,k7f7.0,der_teufel,4,
