corpus,drama,figure_surface,figure_id,Gender,Age
gdc,psxj.0,ALMANSOR,almansor,,
gdc,psxj.0,ERSTER MAURE,erster_maure,,
gdc,psxj.0,ZWEITER MAURE,zweiter_maure,,
gdc,psxj.0,DRITTER MAURE,dritter_maure,,
gdc,psxj.0,HASSAN,hassan,,
gdc,psxj.0,DON ENRIQUE,don_enrique,,
gdc,psxj.0,ZULEIMA,zuleima,,
gdc,psxj.0,ALY,aly,,
gdc,psxj.0,PEDRILLO,pedrillo,,
gdc,psxj.0,EINE ANDRE STIMME,eine_andre_stimme,,
gdc,psxj.0,EINE DRITTE STIMME,eine_dritte_stimme,,
gdc,psxj.0,ERSTER RITTER_3,erster_ritter_3,,
gdc,psxj.0,SEINE DAME,seine_dame,,
gdc,psxj.0,EINE ANDRE DAME,eine_andre_dame,,
gdc,psxj.0,IHR RITTER,ihr_ritter,,
gdc,psxj.0,DER ERSTE,der_erste,,
gdc,psxj.0,DER ZWEITE,der_zweite,,
gdc,psxj.0,DER EINE RITTER,der_eine_ritter,,
gdc,psxj.0,DER ANDRE RITTER,der_andre_ritter,,
gdc,psxj.0,EIN JUNGER FIEDLER,ein_junger_fiedler,,
gdc,psxj.0,DER ALTE,der_alte,,
gdc,psxj.0,DON DIEGO,don_diego,,
gdc,psxj.0,DIE GESTALT,die_gestalt,,
gdc,psxj.0,DER CHOR,der_chor,,
gdc,psxj.0,EIN RITTER 6,ein_ritter_6,,
gdc,psxj.0,EIN TEIL DER GÄSTE,ein_teil_der_gäste,,
gdc,psxj.0,DER ABT,der_abt,,
gdc,psxj.0,EIN ANDERER RITTER 6,ein_anderer_ritter_6,,
gdc,psxj.0,ALLE,alle,,
gdc,psxj.0,DRITTER RITTER,dritter_ritter,,
gdc,psxj.0,VIERTER RITTER,vierter_ritter,,
gdc,psxj.0,FÜNFTER RITTER,fünfter_ritter,,
gdc,psxj.0,DER HARFENSPIELER,der_harfenspieler,,
gdc,psxj.0,EINIGE RITTER,einige_ritter,,
gdc,psxj.0,ANDRE RITTER,andre_ritter,,
gdc,psxj.0,ALLE RITTER,alle_ritter,,
gdc,psxj.0,MEHRERE RITTER,mehrere_ritter,,
gdc,psxj.0,EIN RITTER 8,ein_ritter_8,,
gdc,psxj.0,Almansor,de,"Heine, Heinrich",118548018,,,0,1821,0,0
