corpus,drama,figure_surface,figure_id,Gender,Age
gdc,qdmd.0,Die drei Spieler,die_drei_spieler,MALE,
gdc,qdmd.0,Dominik,dominik,MALE,
gdc,qdmd.0,Piccolo,piccolo,MALE,
gdc,qdmd.0,Arabella,arabella,FEMALE,
gdc,qdmd.0,Fiaker,fiaker,MALE,
gdc,qdmd.0,Matteo,matteo,MALE,
gdc,qdmd.0,Die Gäste,die_gaeste,UNKNOWN,
gdc,qdmd.0,Kartenaufschlägerin,kartenaufschlaegerin,FEMALE,
gdc,qdmd.0,Adelaide,adelaide,FEMALE,
gdc,qdmd.0,Zimmerkellner,zimmerkellner,MALE,
gdc,qdmd.0,Elemer,elemer,MALE,
gdc,qdmd.0,Zdenkas Stimme,zdenka,FEMALE,
gdc,qdmd.0,Lamoral,lamoral,MALE,
gdc,qdmd.0,Milli,die_fiakermilli,FEMALE,
gdc,qdmd.0,Welko,welko,MALE,
gdc,qdmd.0,Waldner,waldner,MALE,
gdc,qdmd.0,Mandryka,mandryka,MALE,
gdc,qdmd.0,Einer der Spieler,einer_der_spieler,MALE,
