corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,jn65.0,gretl,11,
gdc,jn65.0,kathrein,21,
gdc,jn65.0,waberl,10,
gdc,jn65.0,toni,3,
gdc,jn65.0,crescenz,2,
gdc,jn65.0,vroni,1,
gdc,jn65.0,zweiter_schwaerzer,17,
gdc,jn65.0,mirzl,6,
gdc,jn65.0,bader,18,
gdc,jn65.0,rosl,20,
gdc,jn65.0,burgei,8,
gdc,jn65.0,annerl,9,
gdc,jn65.0,ferner,4,
gdc,jn65.0,franz,12,
gdc,jn65.0,jakob,15,
gdc,jn65.0,grossknecht,0,
gdc,jn65.0,mahm,19,
gdc,jn65.0,erster_schwaerzer,16,
gdc,jn65.0,lies,14,
gdc,jn65.0,levy,13,
gdc,jn65.0,muckerl,7,
gdc,jn65.0,hoellerer,5,
