corpus,drama,figure_surface,figure_id,Gender,Age
corpus,drama,begin,end,Speaker.figure_surface,Speaker.figure_id,Token.surface,Token.pos,Token.lemma,length,Mentioned.figure_surface,Mentioned.figure_id
gdc,qkp2.0,LUZIFER,luzifer,,
gdc,qkp2.0,SATAN,satan,,
gdc,qkp2.0,PLACIDUS,placidus,,
gdc,qkp2.0,CANDIDA,candida,,
gdc,qkp2.0,KIRCHENGESANG,kirchengesang,,
gdc,qkp2.0,MERLIN,merlin,,
gdc,qkp2.0,KAY,kay,,
gdc,qkp2.0,KLINGSOR,klingsor,,
gdc,qkp2.0,ZWERG,zwerg,,
gdc,qkp2.0,ANTINOUS,antinous,,
gdc,qkp2.0,DIE GÖTTER,die_götter,,
gdc,qkp2.0,HAMADRYADEN,hamadryaden,,
gdc,qkp2.0,KÖNIG ARTUS,könig_artus,,
gdc,qkp2.0,MINSTREL,minstrel,,
gdc,qkp2.0,DER SENESCHAL,der_seneschal,,
gdc,qkp2.0,GAWEIN,gawein,,
gdc,qkp2.0,GAREIS,gareis,,
gdc,qkp2.0,EREK,erek,,
gdc,qkp2.0,DIE RITTER,die_ritter,,
gdc,qkp2.0,GINEVRA,ginevra,,
gdc,qkp2.0,LANZELOT,lanzelot,,
gdc,qkp2.0,NINIANA,niniana,,
gdc,qkp2.0,PARZIFAL,parzifal,,
gdc,qkp2.0,LOHENGRIN,lohengrin,,
gdc,qkp2.0,TITUREL,titurel,,
gdc,qkp2.0,EIN RITTER,ein_ritter,,
gdc,qkp2.0,SPEISEMEISTER,speisemeister,,
gdc,qkp2.0,Merlin,de,"Immermann, Karl",118555553,,,1832,1832,0,0
