corpus,drama,figure_surface,figure_id,Gender,Age
gdc,pkj2.0,Ernst,ernst,MALE,
gdc,pkj2.0,Tine,tine,FEMALE,
gdc,pkj2.0,Viehhändler Blumig,viehhaendler_blumig,MALE,
gdc,pkj2.0,Junge,junge,MALE,
gdc,pkj2.0,Einige (II/3),einige_2-3,UNKNOWN,
gdc,pkj2.0,Die alte Schindlern,schindlern,FEMALE,
gdc,pkj2.0,Wirtin,wirtin,FEMALE,
gdc,pkj2.0,Wirt,wirt,MALE,
gdc,pkj2.0,Franzel,franzel,FEMALE,
gdc,pkj2.0,Vater Jakob,vater_jakob,MALE,
gdc,pkj2.0,Die Zottelbeckern,beckern,FEMALE,
gdc,pkj2.0,Joseph Schindler,joseph,MALE,
gdc,pkj2.0,Bauer Hildebrandt,hildebrandt,MALE,
gdc,pkj2.0,Einige/Andere,einige_andere,UNKNOWN,
gdc,pkj2.0,Frau Glumm,frau_glumm,FEMALE,
gdc,pkj2.0,Die alte Mattern,mattern,FEMALE,
gdc,pkj2.0,Huhndorf,huhndorf,MALE,
gdc,pkj2.0,Die beiden Arbeiter,die_beiden_arbeiter,MALE,
gdc,pkj2.0,Kretschmer,kretschmer,MALE,
gdc,pkj2.0,Frau Kretschmer,frau_kretschmer,FEMALE,
gdc,pkj2.0,Einige Burschen,einige_burschen,MALE,
gdc,pkj2.0,Frau Hildebrandt,frau_hildebrandt,FEMALE,
gdc,pkj2.0,Einige Mädchen,einige_maedchen,FEMALE,
gdc,pkj2.0,Breite,breite,FEMALE,
gdc,pkj2.0,Der Bäuerin Stimme,baeuerin,FEMALE,
gdc,pkj2.0,Ein junger Bursche,ein_junger_bursche,MALE,
gdc,pkj2.0,Bauer Ephraim,bauer,MALE,
