corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,kmqb.0,stimme_1,15,
gdc,kmqb.0,gaparins_stimme,40,
gdc,kmqb.0,eine_stimme_5f,36,
gdc,kmqb.0,eine_stimme_5a,31,
gdc,kmqb.0,ein_dritter_5h,38,
gdc,kmqb.0,eine_dritte_5l,43,
gdc,kmqb.0,ein_anderer_5g,37,
gdc,kmqb.0,hoche,6,
gdc,kmqb.0,eine_laute_stimme,44,
gdc,kmqb.0,andre_stimme_1,14,
gdc,kmqb.0,lenchen,19,
gdc,kmqb.0,biron,7,
gdc,kmqb.0,theroigne,3,
gdc,kmqb.0,eine_andere_5k,42,
gdc,kmqb.0,alle-die-gaeste_4,47,
gdc,kmqb.0,anderer_5e,35,
gdc,kmqb.0,st_just,9,
gdc,kmqb.0,carnot,21,
gdc,kmqb.0,talma,30,
gdc,kmqb.0,sanskulott,13,
gdc,kmqb.0,henriot,2,
gdc,kmqb.0,ein_ordonnanzoffizier,45,
gdc,kmqb.0,theos,18,
gdc,kmqb.0,stimme_draussen_1,16,
gdc,kmqb.0,junot,27,
gdc,kmqb.0,die_dame,22,
gdc,kmqb.0,barras,4,
gdc,kmqb.0,marie,8,
gdc,kmqb.0,rufe-stimmen-viele-alle_5,48,
gdc,kmqb.0,eine_stimme_5i,39,
gdc,kmqb.0,der_betrunkene,23,
gdc,kmqb.0,eine_andere_stimme_5b,32,
gdc,kmqb.0,marat,12,
gdc,kmqb.0,duroc,28,
gdc,kmqb.0,danton,0,
gdc,kmqb.0,talleyrand,1,
gdc,kmqb.0,menou,26,
gdc,kmqb.0,eine_stimme_5j,41,
gdc,kmqb.0,eine_stimme_5c,33,
gdc,kmqb.0,stimme_5d,34,
gdc,kmqb.0,collot,5,
gdc,kmqb.0,bonaparte,20,
gdc,kmqb.0,alle-stimmen-geschrei_1,46,
gdc,kmqb.0,madame_tallien,17,
gdc,kmqb.0,josefine,25,
gdc,kmqb.0,frau_roland,10,
gdc,kmqb.0,murat,29,
gdc,kmqb.0,redakteur,24,
gdc,kmqb.0,condorcet,11,
